Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain,ClusterTime,NbvMemory
0,2081.000000,212.000000,20.700000,0.000000,34,10,5000.000000,5000.000000,2296.000000,0,16.227751,1,6.13055,1603.000000,114.000000,7.838228,-1,0
4,4002.000000,237.000000,23.100000,3.000000,63,10,5000.000000,5000.000000,4244.000000,1,24.255767,1,10.4037,1152.000000,119.000000,8.028016,-1,0
10,3745.000000,235.000000,22.700000,1.000000,61,10,5000.000000,5000.000000,3983.000000,2,26.912793,1,21.8741,3102.000000,116.000000,2.657026,-1,0
18,4963.000000,234.000000,22.700000,1.000000,88,10,5000.000000,5000.000000,5200.000000,3,26.912793,1,39.3123,-1,-1,0.000000,-1,0
26,3959.000000,223.000000,21.600000,1.000000,64,10,5000.000000,5000.000000,4186.000000,4,26.912793,1,47.6904,-1,-1,0.000000,-1,0
30,4740.000000,243.000000,23.700000,0.000000,111,10,5000.000000,5000.000000,4985.000000,5,28.298243,1,52.7349,1102.000000,120.000000,1.385450,-1,0
37,2975.000000,238.000000,23.000000,4.000000,51,10,4934.000000,4934.000000,3220.000000,6,32.985997,1,58.9355,1452.000000,116.000000,4.687754,-1,0
42,5341.000000,242.000000,23.500000,1.000000,79,10,4121.000000,4121.000000,5587.000000,7,34.656128,1,81.821,4553.000000,128.000000,1.670131,-1,0
52,4695.000000,233.000000,22.600000,2.000000,69,10,5000.000000,5000.000000,4933.000000,8,36.743791,1,95.7771,4153.000000,126.000000,2.087664,-1,0
62,4738.000000,203.000000,19.700000,1.000000,75,10,5000.000000,5000.000000,4945.000000,9,40.710352,1,115.859,4903.000000,123.000000,3.966561,-1,0
72,6378.000000,240.000000,23.300000,1.000000,95,10,4497.000000,4497.000000,6622.000000,10,45.360149,1,142.83,6052.000000,131.000000,4.649796,-1,0
86,14031.000000,239.000000,23.200000,1.000000,189,10,4992.000000,4992.000000,14275.000000,11,50.275648,1,151.28,1953.000000,129.000000,4.915499,-1,0
102,3952.000000,256.000000,25.000000,1.000000,63,10,3298.000000,3298.000000,4212.000000,12,52.496162,1,176.931,5103.000000,130.000000,2.220515,-1,0
112,5264.000000,241.000000,23.400000,5.000000,74,10,4660.000000,4660.000000,5513.000000,13,59.613198,1,205.24,6253.000000,134.000000,7.117035,-1,0
125,3312.000000,240.000000,23.500000,2.000000,47,10,2868.000000,2868.000000,3556.000000,14,62.991417,1,215.033,2453.000000,138.000000,3.378219,-1,0
132,7914.000000,261.000000,25.400000,5.000000,121,10,2733.000000,2733.000000,8182.000000,15,63.978313,1,220.458,1503.000000,131.000000,0.986896,-1,0
142,4103.000000,265.000000,25.500000,3.000000,62,10,3232.000000,3232.000000,4375.000000,16,65.933125,1,224.839,1452.000000,139.000000,1.954812,-1,0
149,3770.000000,228.000000,22.300000,5.000000,49,10,2525.000000,2525.000000,4007.000000,17,67.489383,1,240.651,3203.000000,149.000000,1.556258,-1,0
156,2015.000000,271.000000,26.600000,4.000000,35,10,1910.000000,1910.000000,2294.000000,18,68.609130,1,246.501,1453.000000,147.000000,1.119747,-1,0
161,4201.000000,243.000000,23.600000,1.000000,79,10,4501.000000,4501.000000,4448.000000,19,68.741981,1,262.644,4353.000000,146.000000,0.132851,-1,0
170,7503.000000,241.000000,23.300000,4.000000,105,10,3304.000000,3304.000000,7751.000000,20,71.342072,1,268.055,1402.000000,145.000000,2.600090,-1,0
