Iteration,Time_mean,Time_std,GenerateTime_mean,GenerateTime_std,EvalTime_mean,EvalTime_std,EvalAvgTime_mean,EvalAvgTime_std,SelectTime_mean,SelectTime_std,Attempts_mean,Attempts_std,Candidates_mean,Candidates_std,EstimatedGain_mean,EstimatedGain_std,UtilityScore_mean,UtilityScore_std,NBVTime_mean,NBVTime_std,Progress_mean,Progress_std,Planner_mean,Planner_std,TrajectoryLength_mean,TrajectoryLength_std,MoveTime_mean,MoveTime_std,MapUpdateTime_mean,MapUpdateTime_std,Gain_mean,Gain_std
1,0.0,0.0,42632.333333333336,6712.302908341767,1969.6666666666667,1045.342687032981,18.478174666666664,1.2995162755449947,0.0,0.0,729.0,0.0,101.33333333333333,48.880807412862296,5000.0,0.0,1802.1984086666664,1033.8984773959025,50654.666666666664,8782.475808866959,1.538191,0.0,1.0,0.0,3.396013,1.6882317349081553,5603.0,2622.9754097208,113.0,1.0,0.0,0.0
2,57.333333333333336,9.451631252505218,0.0,0.0,1987.3333333333333,1065.343293653897,18.94428333333333,1.231535384901438,0.0,0.0,0.0,0.0,100.0,49.42671342502959,4188.333333333333,331.5061588165948,3489.9425050000004,1481.272760272391,8662.0,3209.815103709246,3.6764640000000006,2.1216637244737915,1.0,0.0,1.313975,0.4147409805071113,3419.0,1102.028584021304,113.33333333333333,6.506407098647712,0.0,0.0
3,71.0,11.357816691600547,0.0,0.0,2008.6666666666667,1099.7246625102728,20.170289666666665,0.18822497852392855,0.0,0.0,0.0,0.0,96.66666666666667,52.5959440768329,3659.3333333333335,1164.158637528981,2664.385682,417.00966375369006,9084.0,4406.6082194812825,5.112523666666667,2.9743618916208456,1.0,0.0,1.377444,0.36810657284406106,3102.3333333333335,937.1501124864326,111.0,2.0,0.0,0.0
4,84.66666666666667,14.153915830374764,0.0,0.0,1983.0,1175.7682594797327,19.945429666666666,0.974323889146384,0.0,0.0,0.0,0.0,95.0,53.693575034635195,3451.6666666666665,2583.6939318219047,2132.5982323333333,468.6660887739395,9645.333333333334,5282.9581044461565,6.067788,2.9116988154359307,1.0,0.0,1.6460693333333334,1.3093647010189078,5136.0,3608.9152109740676,116.33333333333333,2.516611478423583,0.0,0.0
5,101.0,19.974984355438178,0.0,0.0,1947.3333333333333,1162.5550883004785,19.849243333333334,0.8394627006867763,0.0,0.0,0.0,0.0,94.0,53.693575034635195,4857.666666666667,246.52856494397034,1463.2105946666668,449.09384266135106,9031.666666666666,4898.5600265111925,11.615912333333334,6.17230045318602,1.0,0.0,3.5898753333333335,1.3254827071660849,6586.666666666667,1933.5977692719168,118.0,3.605551275463989,0.0,0.0
6,118.0,23.643180835073778,0.0,0.0,1984.0,1235.3736276932577,21.294567333333333,0.3012771144417262,0.0,0.0,0.0,0.0,90.66666666666667,56.19905100029122,3534.0,1621.656868761083,3403.1013093333336,2331.860118344428,7636.0,3751.763985114202,18.511529,11.65033643212401,1.0,0.0,2.152527,2.4809127714103534,4869.666666666667,3493.6847787591446,116.66666666666667,6.110100926607785,0.0,0.0
7,132.0,23.643180835073778,0.0,0.0,1949.6666666666667,1256.0001326963836,20.646622666666666,1.4041590085529256,0.0,0.0,0.0,0.0,89.66666666666667,56.19905100029122,2805.0,1593.7186075339648,2588.8180086666666,1383.310920986741,8018.666666666667,3773.2840250017402,24.021695333333337,14.91136871182422,1.0,0.0,1.100226,0.4876612250333217,3686.3333333333335,2052.640575778754,112.33333333333333,1.5275252316519485,0.0,0.0
8,144.66666666666666,27.501515109777742,0.0,0.0,1995.3333333333333,1299.8216544331508,21.373887666666665,1.4521410998048139,0.0,0.0,0.0,0.0,88.66666666666667,56.19905100029122,3258.0,1876.5337726776995,2530.501839,1671.0082970487,7863.0,3951.6324474829385,26.849531,15.099859785404002,1.0,0.0,2.566255,3.057562107732891,3185.3333333333335,2487.133557598653,124.33333333333333,6.110100926607789,0.0,0.0
9,156.66666666666666,28.5014619508076,0.0,0.0,1983.6666666666667,1304.6211455182433,21.669645333333335,2.1945009740723145,0.0,0.0,0.0,0.0,86.66666666666667,55.536774603260255,3877.3333333333335,170.17735846267362,2197.896407333333,950.5930134404637,7896.0,3964.985624185793,30.626304,12.979923042744282,1.0,0.0,2.0969336666666667,1.1811101409124947,4603.333333333333,775.7256817544029,117.66666666666667,3.2145502536643176,0.0,0.0
10,170.0,32.51153641401772,0.0,0.0,1952.3333333333333,1307.0609524170375,21.66881533333333,2.3406290760941455,0.0,0.0,0.0,0.0,85.0,54.99090833947008,3516.0,2042.5148714268887,2230.4681503333336,2261.5294401163005,7641.333333333333,3966.6723249259367,33.112522,13.55503871731169,1.0,0.0,10.184443333333332,15.412896656358152,14869.666666666666,20531.238061386688,117.33333333333333,1.5275252316519485,0.0,0.0
11,193.66666666666666,19.5021366350801,0.0,0.0,1933.6666666666667,1287.5947861549196,22.384075666666664,0.7708188756162715,0.0,0.0,0.0,0.0,83.0,54.00925846556311,3486.6666666666665,1208.9273482444398,3460.793393666667,1352.148976392628,7583.333333333333,4401.963917768219,37.72436066666666,16.0862250142242,1.0,0.0,1.029805,0.14497339018247454,3786.0,675.1422072422964,118.33333333333333,4.725815626252609,0.0,0.0
12,205.66666666666666,22.501851775650227,0.0,0.0,1935.0,1294.2395450611143,24.21987233333333,2.0071383821102953,0.3333333333333333,0.5773502691896258,0.0,0.0,76.0,47.31807265728392,2138.3333333333335,2056.3076942260695,3213.268245333333,1568.5510814473716,7161.333333333333,3673.169521453282,42.899236333333334,15.785975055409038,1.0,0.0,0.9728216666666666,1.2539947490975922,3752.6666666666665,4027.3813245499036,121.33333333333333,4.163331998932265,0.0,0.0
13,217.66666666666666,25.106440076867393,0.0,0.0,1777.3333333333333,1123.3033131498069,23.597442333333333,0.4921620135700561,0.0,0.0,0.0,0.0,73.0,45.39823785126467,3325.3333333333335,1699.5226780873897,1170.939831,411.81742774010974,6682.333333333333,3524.9835933424333,46.840492000000005,21.13137349008334,1.0,0.0,2.97909,1.8160633272733087,5819.333333333333,2380.262660576209,121.33333333333333,2.081665999466134,0.0,0.0
14,231.0,27.83882181415011,0.0,0.0,1745.0,1106.5410069220209,23.884547333333334,0.4244821701277144,0.0,0.0,0.0,0.0,71.33333333333333,44.83674088661366,3042.6666666666665,1461.4103918247376,1253.409371,907.2422231131728,6627.333333333333,3875.6476017993864,49.87709366666667,20.604440636504894,1.0,0.0,2.7340546666666667,0.7975023543697747,5019.666666666667,354.3787992153783,119.0,3.605551275463989,0.0,0.0
15,243.33333333333334,31.342197327777345,0.0,0.0,1722.3333333333333,1126.7467920226502,24.178039333333334,1.61319177181181,0.0,0.0,0.0,0.0,68.33333333333333,42.524502740576914,3290.3333333333335,2324.9250167120085,2295.7277753333333,2069.3248056628418,6103.333333333333,3032.7949705401015,52.078629666666664,20.990809175243395,1.0,0.0,2.8662959999999997,2.388830621803689,3969.3333333333335,2506.940432745328,120.66666666666667,0.5773502691896247,0.0,0.0
16,254.33333333333334,32.129944496269104,0.0,0.0,1707.3333333333333,1116.5403411132681,25.302492,2.721015461919319,0.0,0.0,0.0,0.0,64.33333333333333,39.3742724800514,1126.3333333333333,331.8739720636937,2145.272542666667,1890.0396501958999,5933.333333333333,2964.569164875958,54.01446333333333,19.86756267385439,1.0,0.0,1.1759273333333333,1.4073614677488984,2635.6666666666665,1606.1134248032838,120.66666666666667,3.2145502536643202,0.0,0.0
