Iteration,Time_mean,Time_std,GenerateTime_mean,GenerateTime_std,EvalTime_mean,EvalTime_std,EvalAvgTime_mean,EvalAvgTime_std,SelectTime_mean,SelectTime_std,Attempts_mean,Attempts_std,Candidates_mean,Candidates_std,EstimatedGain_mean,EstimatedGain_std,UtilityScore_mean,UtilityScore_std,NBVTime_mean,NBVTime_std,Progress_mean,Progress_std,Planner_mean,Planner_std,TrajectoryLength_mean,TrajectoryLength_std,MoveTime_mean,MoveTime_std,MapUpdateTime_mean,MapUpdateTime_std,Gain_mean,Gain_std
16,398.0,71.43528539874394,11993.0,6733.468645505079,193.66666666666666,14.43375672974064,18.7,1.4730919862656233,1.3333333333333333,1.5275252316519468,147.0,79.26537705707328,10.0,0.0,4085.3333333333335,926.2701189897758,4085.3333333333335,926.2701189897758,12190.666666666666,6743.126302638364,63.674652333333334,0.4487184306548289,0.0,0.0,0.0,0.0,16854.0,9203.004998368739,102.66666666666667,5.131601439446886,0.0,0.0
17,427.3333333333333,67.8699737242717,15352.666666666666,4250.087097146755,203.66666666666666,24.419937209856485,19.666666666666668,2.4419937209856477,1.3333333333333333,0.5773502691896257,187.33333333333334,49.86314604327864,10.0,0.0,3591.0,606.2210817845252,3591.0,606.2210817845252,15560.666666666666,4259.700967595417,65.211932,1.5282321823358538,0.0,0.0,0.0,0.0,17220.333333333332,10929.821651487884,105.66666666666667,6.658328118479394,0.0,0.0
18,460.6666666666667,62.524661801031236,12635.0,2621.097670824191,184.33333333333334,36.14323357605589,17.8,3.4871191548325364,2.6666666666666665,1.5275252316519468,135.0,29.30870177950569,10.0,0.0,3567.3333333333335,1421.5014362755085,3567.3333333333335,1421.5014362755085,12824.666666666666,2597.1540834793254,69.77316066666667,2.416670169453484,0.0,0.0,0.0,0.0,8786.666666666666,3559.0659355136054,103.0,2.6457513110645907,0.0,0.0
19,483.0,58.81326381013045,9619.666666666666,1083.187118337978,203.66666666666666,36.226141573915,19.7,3.634556369077252,2.0,2.6457513110645907,101.33333333333333,16.165807537309522,10.0,0.0,2392.3333333333335,1518.9293378341645,2392.3333333333335,1518.9293378341645,9828.333333333334,1090.2120588827356,71.55716433333333,4.1279713957381485,0.0,0.0,0.0,0.0,18903.666666666668,9827.878730088876,107.0,10.392304845413264,0.0,0.0
20,512.3333333333334,68.41296173484477,9311.333333333334,1678.3233697155426,192.66666666666666,10.598742063723094,18.566666666666666,1.059874206372309,2.3333333333333335,0.5773502691896257,105.0,17.0,10.0,0.0,2738.6666666666665,1397.924294564385,2738.6666666666665,1397.924294564385,9508.666666666666,1688.243564576312,73.73972133333334,3.763557198028795,0.0,0.0,0.0,0.0,9552.666666666666,4459.523554521642,105.33333333333333,6.350852961085882,0.0,0.0
21,532.0,65.77993615077473,9993.666666666666,3534.0833795106387,221.0,19.974984355438178,21.400000000000002,1.9924858845171276,2.6666666666666665,1.5275252316519468,104.0,40.36087214122113,10.0,0.0,3538.0,1414.7349575097096,3538.0,1414.7349575097096,10219.666666666666,3518.471874739563,74.296432,4.007455679481809,0.0,0.0,0.0,0.0,17387.0,9309.43430075104,104.66666666666667,5.507570547286104,0.0,0.0
22,560.0,55.10898293381942,8116.333333333333,2207.0562596665573,222.0,15.0,21.600000000000005,1.5,2.3333333333333335,2.0816659994661326,78.66666666666667,22.007574453658755,10.0,0.0,2230.6666666666665,498.3496095446783,2230.6666666666665,498.3496095446783,8343.333333333334,2196.215456947094,77.73791366666667,3.4709347838935747,0.0,0.0,0.0,0.0,6952.666666666667,396.6740895664012,106.33333333333333,8.326663997864529,0.0,0.0
23,576.0,56.24055476255546,6616.666666666667,1390.5158515217774,204.66666666666666,14.742229591663984,19.8,1.4000000000000015,3.3333333333333335,2.0816659994661326,71.0,8.18535277187245,10.0,0.0,3439.0,1595.5384671013105,3439.0,1595.5384671013105,6827.666666666667,1401.5014567717487,80.05332266666666,3.8880066105216913,0.0,0.0,0.0,0.0,14720.333333333334,11185.329737353895,104.66666666666667,9.712534856222312,0.0,0.0
24,598.0,67.02238432046416,7807.0,3323.1110423818222,205.33333333333334,11.590225767142472,19.900000000000002,1.014889156509222,2.3333333333333335,0.5773502691896258,81.66666666666667,33.12602199681292,10.0,0.0,2613.0,229.66715045909373,2613.0,229.66715045909373,8017.666666666667,3316.5576028969153,80.66696933333333,3.720143749729887,0.0,0.0,0.0,0.0,13436.0,13265.800692004987,109.33333333333333,4.041451884327379,0.0,0.0
25,619.6666666666666,58.705479585242564,8783.666666666666,4498.816770366774,213.0,23.515952032609693,20.633333333333333,2.4906491790963527,1.3333333333333333,2.3094010767585034,88.0,40.63249930782009,10.0,0.0,2053.0,551.3320233761141,2053.0,551.3320233761141,9001.0,4498.757272847692,81.84365233333334,3.42971670942315,0.0,0.0,0.0,0.0,7036.333333333333,3234.321154946326,105.0,6.082762530298219,0.0,0.0
26,636.0,65.57438524302,8683.0,685.008029150024,216.0,23.302360395462088,20.933333333333334,2.274496281230933,2.0,0.0,88.0,8.18535277187245,10.0,0.0,1605.3333333333333,350.7553753448881,1605.3333333333333,350.7553753448881,8903.333333333334,664.5572460919624,82.88748433333333,3.6692049146006185,0.0,0.0,0.0,0.0,13919.666666666666,11461.988672710042,107.33333333333333,6.0277137733417065,0.0,0.0
27,659.6666666666666,75.07551753623369,8883.333333333334,886.3161587906054,208.66666666666666,25.00666577801473,20.166666666666668,2.4027761721253453,2.3333333333333335,0.5773502691896258,88.66666666666667,4.72581562625261,10.0,0.0,1802.0,527.5907504875346,1802.0,527.5907504875346,9097.0,890.5189498264481,83.71622366666666,2.9812966345884333,0.0,0.0,0.0,0.0,8403.0,3724.2448899072147,109.0,3.605551275463989,0.0,0.0
28,678.0,74.35724578008521,7469.0,2700.7456377822773,216.33333333333334,32.53203549323856,21.0,3.2511536414017708,1.3333333333333333,0.5773502691896257,75.66666666666667,22.368132093076824,10.0,0.0,1568.3333333333333,707.206004876467,1568.3333333333333,707.206004876467,7689.0,2721.157290565909,84.86760166666666,1.5708098934996364,0.0,0.0,0.0,0.0,9053.0,1788.1554742247665,108.33333333333333,5.686240703077325,0.0,0.0
29,694.6666666666666,74.74177769717103,5999.0,573.9608000551954,199.33333333333334,28.29016319029167,19.2,2.622975409720801,1.6666666666666667,0.5773502691896257,61.0,8.0,10.0,0.0,1062.6666666666667,306.4789280412821,1062.6666666666667,306.4789280412821,6203.0,546.9835463704553,86.60099500000001,0.8138770038353464,0.0,0.0,0.0,0.0,14103.333333333334,12388.37359516306,107.66666666666667,5.859465277082317,0.0,0.0
30,715.6666666666666,86.26316324673778,5701.0,542.2646955131784,208.33333333333334,24.704925284917042,20.166666666666668,2.3797758998135383,1.6666666666666667,0.5773502691896258,57.333333333333336,3.0550504633038944,10.0,0.0,805.3333333333334,405.59626888487685,805.3333333333334,405.59626888487685,5913.666666666667,565.2294519337554,86.77813033333332,0.6238022845688631,0.0,0.0,0.0,0.0,10852.333333333334,7629.596996783863,108.66666666666667,8.504900548115385,0.0,0.0
31,733.0,82.8914953418021,4227.666666666667,866.0556179214666,204.66666666666666,24.94660965609021,19.833333333333332,2.5146238950056388,2.6666666666666665,0.5773502691896257,43.0,12.165525060596439,10.0,0.0,420.6666666666667,185.4624849756234,420.6666666666667,185.4624849756234,4437.333333333333,852.3756996379784,87.32218833333333,1.2867824289950265,0.0,0.0,0.0,0.0,11686.333333333334,9461.544976024441,112.66666666666667,10.692676621563628,0.0,0.0
32,749.3333333333334,83.58428879480482,4518.0,2362.9718576402893,202.0,39.05124837953327,19.466666666666665,3.789898855290643,1.6666666666666667,0.5773502691896257,45.333333333333336,18.58314648635514,10.0,0.0,1106.6666666666667,772.7103812770561,1106.6666666666667,772.7103812770561,4724.0,2376.8653727125566,87.42340766666666,1.285148516074831,0.0,0.0,0.0,0.0,22253.666666666668,16815.687744880768,112.0,4.358898943540674,0.0,0.0
33,777.0,78.88599368709251,7212.333333333333,3409.702381929152,181.66666666666666,22.278539748675925,17.5,2.179449471770337,1.3333333333333333,1.1547005383792517,71.33333333333333,32.34707611722168,10.0,0.0,1331.3333333333333,1061.2805158549427,1331.3333333333333,1061.2805158549427,7397.333333333333,3431.8555233770157,87.63850066666667,1.282202022664272,0.0,0.0,0.0,0.0,17037.0,7907.570233643201,108.33333333333333,9.865765724632492,0.0,0.0
34,802.0,78.54298186343577,8436.0,1081.1221022622744,205.66666666666666,17.00980109623076,19.866666666666667,1.7009801096230777,1.6666666666666667,0.5773502691896257,83.66666666666667,9.81495457622364,10.0,0.0,1166.6666666666667,1187.643605351931,1166.6666666666667,1187.643605351931,8645.333333333334,1097.8548780842273,88.15725333333334,1.4675138477269378,0.0,0.0,0.0,0.0,7120.333333333333,1629.4785464477072,109.66666666666667,5.859465277082317,0.0,0.0
35,818.3333333333334,80.38863933002807,5866.666666666667,1059.2007993451164,207.33333333333334,18.876793513023696,20.133333333333333,1.9857828011475318,1.3333333333333333,1.5275252316519468,57.333333333333336,9.504384952922168,10.0,0.0,278.0,151.0595908904827,278.0,151.0595908904827,6078.0,1068.6772197441096,88.321736,1.6473668067012255,0.0,0.0,0.0,0.0,7519.0,1582.4560025479382,111.66666666666667,7.094598884597589,0.0,0.0
36,832.0,79.75587752636166,6090.666666666667,1449.9690801301017,199.33333333333334,12.897028081435407,19.3,1.2489995996796812,1.3333333333333333,0.5773502691896257,61.0,15.394804318340652,10.0,0.0,1985.3333333333333,2336.670779834706,1985.3333333333333,2336.670779834706,6991.5,1144.8058787410205,88.448261,1.5659871084645023,0.0,0.0,0.0,0.0,17779.0,16441.646876149603,114.5,7.7781745930520225,0.0,0.0
37,852.6666666666666,90.35670054474836,5349.0,1578.6047637074962,193.0,28.35489375751565,18.633333333333333,2.8536526301099316,2.3333333333333335,1.5275252316519468,52.333333333333336,12.096831541082702,10.0,0.0,511.6666666666667,618.9946149469584,511.6666666666667,618.9946149469584,5870.5,2042.8314908479358,88.68865866666665,1.3877872900532522,0.0,0.0,0.0,0.0,10802.5,3536.241012713924,113.5,17.67766952966369,0.0,0.0
38,867.6666666666666,85.96704795055679,8928.0,2627.037114317192,213.0,34.698703145794944,20.633333333333336,3.496188400720608,2.6666666666666665,2.0816659994661326,84.66666666666667,24.54248017893329,10.0,0.0,462.3333333333333,457.4028129923704,462.3333333333333,457.4028129923704,9146.333333333334,2650.2283549410104,89.22639,0.9134156476035381,0.3333333333333333,0.5773502691896258,0.0,0.0,18020.0,2705.1001829876836,115.33333333333333,9.609023536933048,0.0,0.0
39,895.3333333333334,88.18919056966865,9086.666666666666,3419.539783850063,228.33333333333334,41.19870548128101,22.133333333333336,4.020364825899925,1.3333333333333333,0.5773502691896257,86.0,28.583211855912904,10.0,0.0,1626.0,2204.4906441171393,1626.0,2204.4906441171393,9319.0,3410.211577013954,89.38454666666667,0.9375459490458748,0.3333333333333333,0.5773502691896258,0.0,0.0,16553.666666666668,11724.606660068957,112.33333333333333,9.865765724632492,0.0,0.0
40,922.0,84.48076704197234,6179.666666666667,1607.8663916300175,218.0,21.0,21.033333333333335,2.0599352740640526,2.0,0.0,61.0,13.0,10.0,0.0,1589.3333333333333,2235.168300896676,1589.3333333333333,2235.168300896676,6898.0,1887.975105768082,89.846363,1.364492271916187,0.5,0.7071067811865476,0.0,0.0,11728.5,10218.400094926797,114.0,14.142135623730951,0.0,0.0
41,938.3333333333334,85.45369116271887,5906.333333333333,742.1518263356451,211.66666666666666,36.95041722813605,20.533333333333335,3.666515148384542,1.3333333333333333,0.5773502691896257,58.333333333333336,7.505553499465134,10.0,0.0,1572.6666666666667,2251.0978062566123,1572.6666666666667,2251.0978062566123,6477.5,498.510280736516,89.991867,1.5833714240149095,0.5,0.7071067811865476,0.0,0.0,19428.5,14036.776713334155,109.5,14.849242404917497,0.0,0.0
42,959.6666666666666,71.6682170374939,8698.333333333334,1465.6590099110138,213.33333333333334,44.792112400882964,20.666666666666668,4.535783651513081,1.3333333333333333,1.5275252316519468,81.66666666666667,14.742229591663985,10.0,0.0,933.6666666666666,860.5407214846566,933.6666666666666,860.5407214846566,8915.333333333334,1425.5473802484898,91.200181,1.8630467998842721,0.6666666666666666,0.5773502691896258,0.0,0.0,14736.333333333334,6651.002430711729,112.66666666666667,10.969655114602892,0.0,0.0
43,984.0,66.15889962809237,6837.0,2164.0062384383277,182.66666666666666,17.785762095938797,17.599999999999998,1.8330302779823364,0.6666666666666666,0.5773502691896258,65.33333333333333,21.03172207246314,10.0,0.0,379.0,629.7912352518094,379.0,629.7912352518094,5944.0,1562.70598642227,91.78852266666667,0.9019071066453169,1.0,0.0,0.0,0.0,10778.0,5833.630944789017,112.0,14.142135623730951,0.0,0.0
44,999.0,67.29041536504289,7286.666666666667,2421.5121997077226,181.33333333333334,27.57414247684474,17.466666666666665,2.9091808698211494,1.3333333333333333,0.5773502691896257,73.66666666666667,19.731531449264992,10.0,0.0,1419.0,1476.5937152785123,1419.0,1476.5937152785123,6617.5,2748.52405847211,91.794849,0.8922706614424754,1.0,0.0,0.0,0.0,8703.0,4597.608291274932,111.0,14.142135623730951,0.0,0.0
45,1013.0,69.86415389883427,10387.333333333334,3594.36424605706,205.0,30.789608636681304,19.866666666666664,3.0550504633038935,0.6666666666666666,0.5773502691896258,95.0,26.90724809414742,10.0,0.0,460.0,575.982638627242,460.0,575.982638627242,11303.5,4821.761140911068,92.81337566666667,0.6005610192114802,1.0,0.0,0.0,0.0,7677.5,106.77312395916867,112.0,11.313708498984761,0.0,0.0
46,1029.6666666666667,69.92376801441222,6944.666666666667,633.8314707659547,203.33333333333334,36.50114153466071,19.8,3.609709129556008,1.3333333333333333,1.1547005383792517,64.33333333333333,8.504900548115382,10.0,0.0,432.0,453.8909560676441,432.0,453.8909560676441,7152.0,600.5505807173947,92.92724866666667,0.7124836988902485,0.6666666666666666,0.5773502691896258,0.0,0.0,7036.0,2467.0158086238525,110.0,6.082762530298219,0.0,0.0
47,1044.3333333333333,68.71195917257292,5605.666666666667,1507.8860478608233,228.66666666666666,51.810552335729184,22.3,5.046781152378218,0.6666666666666666,0.5773502691896258,53.0,14.933184523068078,10.0,0.0,613.3333333333334,757.4518686578925,613.3333333333334,757.4518686578925,5201.0,1450.9831149947954,93.07907833333333,0.7876375552323109,0.5,0.7071067811865476,0.0,0.0,9878.0,1873.8329701443508,117.0,8.48528137423857,0.0,0.0
48,1058.3333333333333,71.38860786801581,5603.0,1148.6879471814789,215.0,23.515952032609693,20.933333333333334,2.214347157365651,0.3333333333333333,0.5773502691896258,52.0,10.44030650891055,10.0,0.0,27.666666666666668,47.92007234273893,27.666666666666668,47.92007234273893,5175.5,177.48380207782344,93.37641266666667,0.9392092467764189,0.5,0.7071067811865476,0.0,0.0,5953.5,282.13560569343247,119.5,0.7071067811865476,0.0,0.0
49,1070.0,71.96526940128828,5998.0,1230.6307325920313,211.0,15.620499351813308,20.433333333333334,1.5044378795195659,0.3333333333333333,0.5773502691896258,56.0,14.106735979665885,10.0,0.0,10.0,17.320508075688775,10.0,17.320508075688775,6212.0,1227.0048899658061,93.38273866666667,0.9440543115024316,0.6666666666666666,0.5773502691896258,0.0,0.0,11469.666666666666,4754.033375286014,111.66666666666667,9.237604307034013,0.0,0.0
50,1088.3333333333333,68.96617528421689,5219.0,246.80559150878247,211.66666666666666,63.57148207595394,20.633333333333333,6.335876682301615,0.3333333333333333,0.5773502691896258,49.333333333333336,3.214550253664319,10.0,0.0,346.3333333333333,561.3468921561189,346.3333333333333,561.3468921561189,5433.333333333333,257.86107370701245,93.39539133333334,0.9540487223189033,0.6666666666666666,0.5773502691896258,0.0,0.0,16386.333333333332,12572.025824557208,113.0,9.539392014169456,0.0,0.0
51,1110.6666666666667,56.32347053700914,4837.666666666667,382.6490994806251,219.33333333333334,35.557465226494045,21.166666666666668,3.5004761580866854,0.6666666666666666,0.5773502691896258,45.0,2.6457513110645907,10.0,0.0,1096.6666666666667,1873.561670544456,1096.6666666666667,1873.561670544456,5059.666666666667,363.9839740061825,93.54089533333332,1.0187430988106572,1.0,0.0,0.0,0.0,7919.333333333333,2076.2346527628647,112.0,7.0,0.0,0.0
52,1156.0,11.313708498984761,6693.5,123.74368670764582,243.0,5.656854249492381,23.6,0.7071067811865476,0.5,0.7071067811865476,60.5,0.7071067811865476,10.0,0.0,2.0,2.8284271247461903,2.0,2.8284271247461903,6940.5,118.08683245815344,94.135563,0.3220800677626588,1.0,0.0,0.0,0.0,11977.5,6187.891442163477,120.0,0.0,0.0,0.0
53,1175.5,4.949747468305833,6570.5,2615.5879836090394,240.5,2.1213203435596424,23.3,0.0,0.0,0.0,56.0,18.384776310850235,10.0,0.0,0.0,0.0,0.0,0.0,6813.0,2617.709303952599,94.135563,0.3220800677626588,1.0,0.0,0.0,0.0,26355.0,13153.600343632157,125.0,1.4142135623730951,0.0,0.0
54,1209.5,10.606601717798213,6620.5,819.5367593952086,234.0,9.899494936611665,22.75,0.9192388155425097,0.0,0.0,67.5,3.5355339059327378,10.0,0.0,0.0,0.0,0.0,0.0,6857.5,809.6372644585969,94.135563,0.3220800677626588,1.0,0.0,0.0,0.0,7928.0,2935.9073554865454,120.5,3.5355339059327378,0.0,0.0
55,1225.0,12.727922061357855,6079.5,385.3731957466684,195.0,11.313708498984761,18.8,1.1313708498984771,0.0,0.0,56.0,5.656854249492381,10.0,0.0,0.0,0.0,0.0,0.0,6277.0,373.3523804664971,94.135563,0.3220800677626588,1.0,0.0,0.0,0.0,9328.5,105.35891039679558,125.5,0.7071067811865476,0.0,0.0
56,1241.0,12.727922061357855,6477.5,2556.1910139893694,223.5,0.7071067811865476,21.75,0.21213203435596223,0.5,0.7071067811865476,61.0,25.45584412271571,10.0,0.0,448.5,634.2747827243331,448.5,634.2747827243331,6704.0,2555.4839072081827,94.135563,0.3220800677626588,1.0,0.0,0.0,0.0,16854.0,11737.972567696688,127.0,7.0710678118654755,0.0,0.0
57,1246.0,0.0,12580.0,0.0,253.0,0.0,24.7,0.0,1.0,0.0,107.0,0.0,10.0,0.0,168.0,0.0,168.0,0.0,12837.0,0.0,93.907818,0.0,1.0,0.0,0.0,0.0,20804.0,0.0,121.0,0.0,0.0,0.0
58,1280.0,0.0,5472.0,0.0,243.0,0.0,23.6,0.0,0.0,0.0,53.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5718.0,0.0,94.572074,0.0,1.0,0.0,0.0,0.0,10604.0,0.0,121.0,0.0,0.0,0.0
59,1297.0,0.0,4713.0,0.0,227.0,0.0,21.9,0.0,1.0,0.0,40.0,0.0,10.0,0.0,13.0,0.0,13.0,0.0,4944.0,0.0,94.572074,0.0,1.0,0.0,0.0,0.0,9903.0,0.0,122.0,0.0,0.0,0.0
60,1313.0,0.0,10040.0,0.0,231.0,0.0,22.3,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10273.0,0.0,94.591053,0.0,1.0,0.0,0.0,0.0,15454.0,0.0,125.0,0.0,0.0,0.0
61,1339.0,0.0,10051.0,0.0,225.0,0.0,21.7,0.0,1.0,0.0,88.0,0.0,10.0,0.0,147.0,0.0,147.0,0.0,10280.0,0.0,94.591053,0.0,1.0,0.0,0.0,0.0,21754.0,0.0,123.0,0.0,0.0,0.0
62,1372.0,0.0,4515.0,0.0,208.0,0.0,20.2,0.0,0.0,0.0,44.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4726.0,0.0,94.64799,0.0,1.0,0.0,0.0,0.0,5303.0,0.0,120.0,0.0,0.0,0.0
63,1382.0,0.0,10240.0,0.0,228.0,0.0,22.0,0.0,0.0,0.0,96.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10470.0,0.0,94.64799,0.0,1.0,0.0,0.0,0.0,9803.0,0.0,123.0,0.0,0.0,0.0
64,1403.0,0.0,4267.0,0.0,255.0,0.0,24.8,0.0,0.0,0.0,39.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4525.0,0.0,94.64799,0.0,1.0,0.0,0.0,0.0,26655.0,0.0,125.0,0.0,0.0,0.0
65,1435.0,0.0,5742.0,0.0,271.0,0.0,26.4,0.0,0.0,0.0,54.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6017.0,0.0,94.64799,0.0,1.0,0.0,0.0,0.0,29154.0,0.0,119.0,0.0,0.0,0.0
66,1470.0,0.0,2965.0,0.0,232.0,0.0,22.6,0.0,1.0,0.0,33.0,0.0,10.0,0.0,1575.0,0.0,1575.0,0.0,3201.0,0.0,94.64799,0.0,1.0,0.0,0.0,0.0,28305.0,0.0,122.0,0.0,0.0,0.0
67,1502.0,0.0,10775.0,0.0,280.0,0.0,27.4,0.0,0.0,0.0,94.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11058.0,0.0,94.932671,0.0,1.0,0.0,0.0,0.0,9154.0,0.0,130.0,0.0,0.0,0.0
