Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime
0,4899.000000,202.000000,19.600000,0.000000,148,10,5000.000000,5000.000000,5104.000000,1,1.538191,0,-1,6903.000000,106.000000
13,7963.000000,193.000000,18.800000,0.000000,231,10,5000.000000,5000.000000,8159.000000,2,8.066884,0,-1,21104.000000,115.000000
44,12842.000000,182.000000,17.500000,0.000000,345,10,5000.000000,5000.000000,13027.000000,3,8.541353,0,-1,21454.000000,104.000000
80,7581.000000,207.000000,20.000000,0.000000,178,10,5000.000000,5000.000000,7790.000000,4,18.220521,0,-1,4553.000000,106.000000
93,5800.000000,217.000000,21.100000,3.000000,115,10,5000.000000,5000.000000,6024.000000,5,27.064623,0,-1,24355.000000,107.000000
125,13120.000000,184.000000,17.700000,2.000000,229,10,4964.000000,4964.000000,13309.000000,6,30.822418,0,-1,9753.000000,106.000000
149,17481.000000,183.000000,17.600000,3.000000,324,10,5000.000000,5000.000000,17670.000000,7,36.212386,0,-1,3902.000000,105.000000
171,35564.000000,179.000000,17.100000,1.000000,576,10,5000.000000,5000.000000,35746.000000,8,37.597836,0,-1,4403.000000,108.000000
212,22140.000000,206.000000,19.800000,1.000000,351,10,4990.000000,4990.000000,22350.000000,9,42.570271,0,-1,15653.000000,106.000000
251,10678.000000,214.000000,20.600000,2.000000,182,10,5000.000000,5000.000000,10896.000000,10,44.506104,0,-1,8103.000000,112.000000
271,26496.000000,201.000000,19.600000,2.000000,384,10,4699.000000,4699.000000,26702.000000,11,50.579308,0,-1,6953.000000,103.000000
305,18506.000000,212.000000,20.600000,2.000000,238,10,3846.000000,3846.000000,18723.000000,12,52.192502,0,-1,39055.000000,107.000000
364,9653.000000,225.000000,21.900000,3.000000,130,10,5000.000000,5000.000000,9883.000000,13,54.507911,0,-1,10804.000000,107.000000
385,17654.000000,208.000000,20.300000,3.000000,230,10,3862.000000,3862.000000,17867.000000,14,57.696343,0,-1,9453.000000,105.000000
413,16061.000000,187.000000,18.100000,1.000000,186,10,3824.000000,3824.000000,16251.000000,15,60.581114,0,-1,21955.000000,108.000000
452,19753.000000,202.000000,19.500000,3.000000,238,10,4709.000000,4709.000000,19961.000000,16,63.352013,0,-1,14154.000000,104.000000
486,19189.000000,196.000000,18.900000,1.000000,231,10,3939.000000,3939.000000,19389.000000,17,66.882063,0,-1,11753.000000,104.000000
518,14019.000000,200.000000,19.400000,1.000000,158,10,2147.000000,2147.000000,14222.000000,18,69.975601,0,-1,4803.000000,106.000000
538,8873.000000,235.000000,22.800000,1.000000,84,10,1743.000000,1743.000000,9112.000000,19,71.588796,0,-1,28854.000000,113.000000
576,9684.000000,191.000000,18.400000,2.000000,105,10,4349.000000,4349.000000,9879.000000,20,73.980119,0,-1,7003.000000,109.000000
594,10685.000000,231.000000,22.500000,4.000000,116,10,4863.000000,4863.000000,10922.000000,21,74.473567,0,-1,7653.000000,105.000000
613,8305.000000,207.000000,20.100000,3.000000,78,10,1801.000000,1801.000000,8518.000000,22,79.597832,0,-1,7253.000000,109.000000
629,6609.000000,216.000000,20.800000,1.000000,73,10,1782.000000,1782.000000,6830.000000,23,81.495709,0,-1,27605.000000,107.000000
664,11044.000000,193.000000,18.800000,2.000000,113,10,2452.000000,2452.000000,11242.000000,24,81.989156,0,-1,5752.000000,110.000000
681,13782.000000,202.000000,19.400000,4.000000,134,10,2462.000000,2462.000000,13992.000000,25,82.387710,0,-1,10403.000000,109.000000
706,7929.000000,235.000000,22.800000,2.000000,79,10,1656.000000,1656.000000,8168.000000,26,83.962947,0,-1,27004.000000,108.000000
742,8529.000000,234.000000,22.500000,3.000000,87,10,1370.000000,1370.000000,8769.000000,27,84.665162,0,-1,6203.000000,113.000000
758,10375.000000,248.000000,24.200000,2.000000,100,10,1734.000000,1734.000000,10628.000000,28,84.722098,0,-1,7403.000000,113.000000
776,6109.000000,204.000000,19.600000,1.000000,61,10,980.000000,980.000000,6317.000000,29,85.708993,0,-1,28404.000000,110.000000
811,6002.000000,231.000000,22.300000,2.000000,58,10,487.000000,487.000000,6238.000000,30,86.107547,0,-1,4052.000000,112.000000
822,5199.000000,195.000000,18.800000,3.000000,57,10,632.000000,632.000000,5399.000000,31,86.164484,0,-1,6603.000000,115.000000
835,2862.000000,227.000000,21.900000,1.000000,30,10,1832.000000,1832.000000,3092.000000,32,86.259377,0,-1,7902.000000,115.000000
846,9551.000000,193.000000,18.500000,0.000000,97,10,1036.000000,1036.000000,9747.000000,33,86.544059,0,-1,8203.000000,115.000000
865,8116.000000,205.000000,19.800000,1.000000,78,10,298.000000,298.000000,8324.000000,34,86.582016,0,-1,8254.000000,112.000000
882,6749.000000,228.000000,22.300000,3.000000,67,10,415.000000,415.000000,6983.000000,35,86.600995,0,-1,7702.000000,113.000000
897,7587.000000,210.000000,20.300000,2.000000,78,10,4605.000000,4605.000000,7801.000000,36,86.866698,0,-1,29405.000000,120.000000
935,4205.000000,215.000000,20.800000,4.000000,43,10,1225.000000,1225.000000,4426.000000,37,87.417082,0,-1,8302.000000,126.000000
948,11918.000000,231.000000,22.500000,5.000000,113,10,421.000000,421.000000,12157.000000,38,88.954361,0,-1,19754.000000,117.000000
980,5173.000000,233.000000,22.600000,2.000000,54,10,4168.000000,4168.000000,5410.000000,39,89.087213,0,-1,7353.000000,119.000000
994,5173.000000,233.000000,22.600000,2.000000,54,10,4168.000000,4168.000000,-1,40,89.087213,-1,-1,-1,-1
1005,5173.000000,233.000000,22.600000,2.000000,54,10,4168.000000,4168.000000,-1,41,89.087213,-1,-1,-1,-1
1016,8998.000000,179.000000,17.200000,1.000000,87,10,1106.000000,1106.000000,9180.000000,42,92.674198,0,-1,14603.000000,109.000000
1040,8998.000000,179.000000,17.200000,1.000000,87,10,1106.000000,1106.000000,-1,43,92.674198,-1,-1,-1,-1
1051,8998.000000,179.000000,17.200000,1.000000,87,10,1106.000000,1106.000000,-1,44,92.674198,-1,-1,-1,-1
1062,8998.000000,179.000000,17.200000,1.000000,87,10,1106.000000,1106.000000,-1,45,92.674198,-1,-1,-1,-1
1073,7590.000000,177.000000,17.100000,2.000000,73,10,905.000000,905.000000,7772.000000,46,92.788071,0,-1,4202.000000,107.000000
1085,5936.000000,287.000000,28.000000,1.000000,59,10,1460.000000,1460.000000,6227.000000,47,93.072752,0,-1,11203.000000,111.000000
1103,4815.000000,231.000000,22.500000,1.000000,45,10,83.000000,83.000000,5050.000000,48,93.850882,0,-1,6153.000000,119.000000
1115,4696.000000,221.000000,21.400000,1.000000,41,10,30.000000,30.000000,4921.000000,49,93.869860,0,-1,13153.000000,117.000000
1134,5488.000000,239.000000,23.300000,0.000000,53,10,0.000000,0.000000,5730.000000,50,93.907818,0,-1,9053.000000,119.000000
1149,4449.000000,256.000000,24.700000,0.000000,42,10,0.000000,0.000000,4707.000000,51,93.907818,1,-1,9953.000000,115.000000
1164,6606.000000,247.000000,24.100000,0.000000,61,10,0.000000,0.000000,6857.000000,52,93.907818,1,-1,7602.000000,120.000000
1179,4721.000000,239.000000,23.300000,0.000000,43,10,0.000000,0.000000,4962.000000,53,93.907818,1,-1,17054.000000,124.000000
1202,7200.000000,227.000000,22.100000,0.000000,70,10,0.000000,0.000000,7430.000000,54,93.907818,1,-1,5852.000000,118.000000
1216,6352.000000,187.000000,18.000000,0.000000,60,10,0.000000,0.000000,6541.000000,55,93.907818,1,-1,9403.000000,125.000000
1232,4670.000000,224.000000,21.900000,0.000000,43,10,0.000000,0.000000,4897.000000,56,93.907818,1,-1,8554.000000,122.000000
1246,12580.000000,253.000000,24.700000,1.000000,107,10,168.000000,168.000000,12837.000000,57,93.907818,1,-1,20804.000000,121.000000
1280,5472.000000,243.000000,23.600000,0.000000,53,10,0.000000,0.000000,5718.000000,58,94.572074,1,-1,10604.000000,121.000000
1297,4713.000000,227.000000,21.900000,1.000000,40,10,13.000000,13.000000,4944.000000,59,94.572074,1,-1,9903.000000,122.000000
1313,10040.000000,231.000000,22.300000,0.000000,90,10,0.000000,0.000000,10273.000000,60,94.591053,1,-1,15454.000000,125.000000
1339,10051.000000,225.000000,21.700000,1.000000,88,10,147.000000,147.000000,10280.000000,61,94.591053,1,-1,21754.000000,123.000000
1372,4515.000000,208.000000,20.200000,0.000000,44,10,0.000000,0.000000,4726.000000,62,94.647990,1,-1,5303.000000,120.000000
1382,10240.000000,228.000000,22.000000,0.000000,96,10,0.000000,0.000000,10470.000000,63,94.647990,1,-1,9803.000000,123.000000
1403,4267.000000,255.000000,24.800000,0.000000,39,10,0.000000,0.000000,4525.000000,64,94.647990,1,-1,26655.000000,125.000000
1435,5742.000000,271.000000,26.400000,0.000000,54,10,0.000000,0.000000,6017.000000,65,94.647990,1,-1,29154.000000,119.000000
1470,2965.000000,232.000000,22.600000,1.000000,33,10,1575.000000,1575.000000,3201.000000,66,94.647990,1,-1,28305.000000,122.000000
1502,10775.000000,280.000000,27.400000,0.000000,94,10,0.000000,0.000000,11058.000000,67,94.932671,1,-1,9154.000000,130.000000
1523,9741.000000,170.000000,16.300000,0.000000,88,10,0.000000,0.000000,9914.000000,68,94.932671,1,-1,6202.000000,121.000000
1540,7597.000000,251.000000,24.100000,1.000000,67,10,1158.000000,1158.000000,7852.000000,69,94.932671,1,-1,7253.000000,120.000000
