Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain
0,504.000000,176.000000,21.625000,-1,8,8,2291.000000,2291.000000,683.000000,1,1.538191,0,0.000000,1903.000000,106.000000,-1
4,529.000000,192.000000,23.375000,-1,8,8,2926.000000,2926.000000,724.000000,2,3.474024,0,0.000000,1902.000000,108.000000,-1
8,531.000000,212.000000,25.875000,-1,8,8,3076.000000,3076.000000,745.000000,3,5.846369,0,0.000000,1903.000000,111.000000,-1
12,602.000000,206.000000,25.000000,-1,8,8,2921.000000,2921.000000,809.000000,4,8.237693,0,0.000000,1903.000000,109.000000,-1
16,553.000000,226.000000,27.625000,-1,8,8,2744.000000,2744.000000,781.000000,5,10.021697,0,0.000000,1902.000000,110.000000,-1
20,606.000000,227.000000,27.750000,-1,8,8,3059.000000,3059.000000,835.000000,6,14.310896,0,0.000000,1902.000000,111.000000,-1
25,593.000000,228.000000,27.875000,-1,8,8,3191.000000,3191.000000,824.000000,7,18.524181,0,0.000000,1902.000000,110.000000,-1
29,586.000000,135.000000,26.600000,-1,8,5,2907.000000,2907.000000,723.000000,8,21.902401,0,0.000000,1903.000000,112.000000,-1
32,660.000000,55.000000,27.000000,-1,8,2,84.000000,84.000000,716.000000,9,24.863087,0,0.000000,1903.000000,113.000000,-1
36,593.000000,164.000000,26.833333,-1,8,6,2483.000000,2483.000000,759.000000,10,25.090832,0,0.000000,1902.000000,113.000000,-1
40,696.000000,58.000000,28.500000,-1,8,2,251.000000,251.000000,756.000000,11,29.664714,0,0.000000,1903.000000,113.000000,-1
44,628.000000,170.000000,27.666667,-1,8,6,2714.000000,2714.000000,801.000000,12,30.347949,0,0.000000,1903.000000,115.000000,-1
47,715.000000,90.000000,29.333333,-1,8,3,2083.000000,2083.000000,806.000000,13,38.470858,0,0.000000,1903.000000,109.000000,-1
51,667.000000,126.000000,31.000000,-1,8,4,3026.000000,3026.000000,794.000000,14,43.765933,0,0.000000,1902.000000,113.000000,-1
55,717.000000,53.000000,26.000000,-1,8,2,2810.000000,2810.000000,771.000000,15,44.183465,0,0.000000,1902.000000,116.000000,-1
58,658.000000,50.000000,24.000000,-1,8,2,2533.000000,2533.000000,708.000000,16,50.674201,0,0.000000,1903.000000,113.000000,-1
61,582.000000,183.000000,25.714286,-1,8,7,2921.000000,2921.000000,767.000000,17,53.843654,0,0.000000,1902.000000,114.000000,-1
65,626.000000,222.000000,27.250000,-1,8,8,1623.000000,1623.000000,850.000000,18,56.766384,0,0.000000,1903.000000,123.000000,-1
68,612.000000,105.000000,25.500000,-1,8,4,292.000000,292.000000,718.000000,19,58.000003,0,0.000000,1902.000000,110.000000,-1
71,550.000000,206.000000,24.875000,-1,8,8,1034.000000,1034.000000,758.000000,20,58.113876,0,0.000000,1903.000000,117.000000,-1
