Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain,ClusterTime,NbvMemory
0,569.000000,199.000000,21.444444,9.000000,9,9,1914.000000,1914.000000,770.000000,0,5.734726,0,-1.55156,553.000000,52.000000,1.184485,-1,0
2,472.000000,209.000000,22.555556,1.000000,9,9,2429.000000,2429.000000,681.000000,1,8.218854,0,-0.786392,603.000000,53.000000,2.484129,-1,0
3,538.000000,229.000000,25.000000,1.000000,9,9,2234.000000,2234.000000,768.000000,2,10.637178,0,-0.154363,653.000000,54.000000,2.418324,-1,0
5,510.000000,250.000000,27.222222,2.000000,9,9,2156.000000,2156.000000,760.000000,3,13.532586,0,0.529373,501.000000,54.000000,2.895408,-1,0
7,517.000000,249.000000,27.111111,2.000000,9,9,3056.000000,3056.000000,766.000000,4,21.643019,0,1.36082,653.000000,53.000000,8.110433,-1,0
8,493.000000,278.000000,30.444444,4.000000,9,9,2933.000000,2933.000000,772.000000,5,27.137714,0,2.10332,552.000000,54.000000,5.494695,-1,0
10,475.000000,274.000000,29.888889,1.000000,9,9,2723.000000,2723.000000,750.000000,6,29.753452,0,2.6163,602.000000,52.000000,2.615738,-1,0
12,602.000000,261.000000,28.444444,1.000000,9,9,3178.000000,3178.000000,864.000000,7,32.254032,0,3.40361,602.000000,63.000000,2.500580,-1,0
13,631.000000,214.000000,30.000000,2.000000,9,7,2816.000000,2816.000000,845.000000,8,34.096564,0,4.74787,1052.000000,53.000000,1.842532,-1,0
16,563.000000,190.000000,26.571429,5.000000,9,7,1708.000000,1708.000000,754.000000,9,35.610073,0,5.24444,602.000000,53.000000,1.513509,-1,0
17,584.000000,170.000000,23.857143,3.000000,9,7,3121.000000,3121.000000,754.000000,10,38.275164,0,6.05653,652.000000,56.000000,2.665092,-1,0
19,535.000000,148.000000,24.166667,1.000000,9,6,1832.000000,1832.000000,684.000000,11,39.591259,0,6.70737,602.000000,57.000000,1.316095,-1,0
21,512.000000,201.000000,24.875000,1.000000,9,8,2306.000000,2306.000000,714.000000,12,41.203475,0,7.37291,502.000000,58.000000,1.612216,-1,0
23,646.000000,224.000000,24.333333,1.000000,9,9,2988.000000,2988.000000,871.000000,13,42.618276,0,8.0062,603.000000,62.000000,1.414802,-1,0
25,447.000000,236.000000,25.666667,1.000000,9,9,1531.000000,1531.000000,683.000000,14,43.062458,0,8.82797,653.000000,66.000000,0.444182,-1,0
27,602.000000,209.000000,22.777778,2.000000,9,9,1422.000000,1422.000000,811.000000,15,44.362102,0,9.51668,603.000000,67.000000,1.299643,-1,0
28,579.000000,232.000000,25.333333,1.000000,9,9,1330.000000,1330.000000,812.000000,16,46.221085,0,9.90781,452.000000,71.000000,1.858984,-1,0
30,813.000000,186.000000,26.285714,1.000000,9,7,1319.000000,1319.000000,1000.000000,17,47.306863,0,10.5073,502.000000,79.000000,1.085778,-1,0
33,653.000000,204.000000,25.250000,1.000000,9,8,651.000000,651.000000,858.000000,18,48.326837,0,10.8233,453.000000,80.000000,1.019973,-1,0
35,705.000000,181.000000,25.428571,2.000000,9,7,2796.000000,2796.000000,886.000000,19,50.251625,0,11.6841,652.000000,79.000000,1.924788,-1,0
37,680.000000,197.000000,24.125000,2.000000,9,8,1826.000000,1826.000000,878.000000,20,52.209316,0,12.2807,502.000000,81.000000,1.957691,-1,0
