Time,Progress_mean,Progress_std
0,5.968,0.256
1,6.959,1.2
2,8.048,0.547
3,9.907,0.901
4,9.907,0.901
5,12.613,2.553
6,13.087,3.322
7,15.354,4.378
8,18.068,5.483
9,18.101,5.438
10,20.618,6.019
11,21.214,6.357
12,23.301,7.033
13,25.915,8.463
14,26.514,8.763
15,27.853,9.396
16,28.76,9.717
17,30.061,10.614
18,32.241,11.641
19,32.651,11.671
20,34.404,12.513
21,35.299,12.712
22,36.377,12.701
23,37.535,12.946
24,38.357,12.852
25,39.109,12.923
26,39.984,12.739
27,40.948,12.964
28,42.11,12.909
29,43.125,12.572
30,43.755,12.956
31,44.528,12.871
32,45.265,13.177
33,46.774,13.902
34,47.302,14.118
35,48.437,14.117
36,49.25,14.735
37,50.034,14.283
38,50.939,14.345
39,51.614,14.831
40,53.262,13.915
41,53.841,14.18
42,55.105,13.556
43,55.685,14.01
44,56.988,14.015
45,57.64,14.55
46,58.678,13.838
47,59.283,13.86
48,60.196,13.617
49,61.131,13.466
50,62.32,12.821
51,63.307,11.96
52,64.072,11.673
53,65.13,11.12
54,66.017,11.44
55,66.558,11.157
56,66.927,11.149
57,67.622,10.826
58,67.71,10.841
59,68.197,10.669
60,68.387,10.73
61,68.899,10.851
62,68.902,10.852
63,69.764,11.207
64,70.176,11.191
65,70.811,11.365
66,71.291,11.479
67,71.543,11.35
68,71.735,11.398
69,71.867,11.314
70,72.147,11.552
71,72.227,11.414
72,72.499,11.452
73,72.617,11.374
74,73.129,11.734
75,73.451,11.099
76,73.713,11.312
77,73.941,10.864
78,74.099,10.967
79,74.534,10.236
80,74.803,9.995
81,75.146,9.465
82,75.203,9.374
83,75.41,9.096
84,75.749,8.769
85,76.307,8.532
86,76.833,8.49
87,77.266,8.213
88,77.837,8.331
89,78.052,8.467
90,78.196,8.299
91,78.317,8.319
92,78.518,8.107
93,78.558,8.11
94,78.895,7.695
95,78.969,7.637
96,79.197,7.299
97,79.637,7.427
98,79.808,7.383
99,80.132,7.044
100,80.56,7.122
101,80.969,6.685
102,81.066,6.662
103,81.338,6.524
104,81.385,6.464
105,82.328,7.117
106,82.591,6.804
107,83.202,6.284
108,83.22,6.25
109,83.957,5.929
110,83.972,5.921
111,84.419,5.713
112,84.439,5.721
113,84.6,5.739
114,84.654,5.702
115,84.825,5.76
116,84.868,5.778
117,84.873,5.78
118,85.064,5.393
119,85.46,5.134
120,85.674,4.997
121,85.674,4.997
122,85.773,5.05
123,86.03,5.045
124,86.036,5.052
125,86.186,4.997
126,86.212,5.023
127,86.235,5.031
128,86.554,5.059
129,86.724,5.184
130,86.778,5.188
131,86.778,5.188
132,86.778,5.188
133,86.8,5.186
134,86.823,5.212
135,86.941,4.938
136,87.278,5.103
137,87.351,4.946
138,87.477,5.0
139,87.565,4.819
140,87.619,4.85
141,87.69,4.759
142,87.709,4.72
143,88.124,4.856
144,88.522,4.288
145,88.524,4.287
146,88.599,4.297
147,88.601,4.298
148,88.805,4.292
149,88.805,4.292
150,88.815,4.295
151,88.815,4.295
152,89.16,3.561
153,89.16,3.561
154,89.172,3.565
155,89.238,3.593
156,89.348,3.58
157,89.356,3.583
158,89.377,3.578
159,89.481,3.384
160,89.526,3.394
161,89.817,2.89
162,89.843,2.882
163,89.95,2.808
164,89.963,2.81
165,90.004,2.774
166,90.004,2.774
167,90.022,2.77
168,90.09,2.675
169,90.09,2.675
170,90.216,2.681
171,90.305,2.68
172,90.32,2.676
173,90.328,2.663
174,90.328,2.663
175,90.374,2.67
176,90.439,2.698
177,90.501,2.602
178,90.606,2.422
179,90.606,2.422
180,90.606,2.422
181,90.777,2.508
182,90.894,2.404
183,91.227,2.243
184,91.256,2.228
185,91.256,2.228
186,91.429,2.007
187,91.429,2.007
188,91.534,1.959
189,91.771,1.967
190,91.771,1.967
191,91.796,1.929
192,92.098,1.659
193,92.177,1.501
194,92.233,1.505
195,92.357,1.283
196,92.358,1.283
197,92.408,1.162
198,92.485,1.057
199,92.485,1.057
200,92.511,0.987
201,92.511,0.987
202,92.511,0.987
203,92.574,0.991
204,92.574,0.991
205,92.574,0.991
206,92.574,0.991
207,92.651,1.028
208,92.674,1.025
209,92.686,0.994
210,92.732,0.947
211,92.732,0.947
212,92.732,0.947
213,92.732,0.947
214,92.732,0.947
215,92.752,0.891
216,92.829,0.857
217,92.829,0.857
218,92.944,0.908
219,92.944,0.908
220,92.944,0.908
221,92.984,0.79
222,92.984,0.79
223,92.984,0.79
224,92.984,0.79
225,92.984,0.79
226,92.984,0.79
227,93.074,0.83
228,93.074,0.83
229,93.169,0.853
230,93.169,0.853
231,93.178,0.828
232,93.178,0.828
233,93.178,0.828
234,93.178,0.828
235,93.178,0.828
236,93.178,0.828
237,93.178,0.828
238,93.178,0.828
239,93.178,0.828
240,93.178,0.828
241,93.247,0.628
242,93.247,0.628
243,93.247,0.628
244,93.451,0.302
