Time,Progress_mean,Progress_std
0,5.353,0.325
1,5.462,0.42
2,6.24,0.509
3,6.722,0.559
4,7.143,0.548
5,7.65,0.552
6,7.921,0.633
7,8.271,0.625
8,8.495,0.823
9,8.933,0.829
10,9.074,0.953
11,9.785,1.18
12,9.856,1.1
13,10.489,1.514
14,10.767,1.439
15,11.323,1.958
16,11.545,1.946
17,12.22,2.515
18,12.722,2.476
19,13.042,2.733
20,13.485,2.704
21,14.074,3.224
22,14.702,3.539
23,15.132,3.642
24,15.522,3.644
25,15.624,3.638
26,16.119,3.685
27,16.458,3.715
28,16.839,3.843
29,17.399,4.065
30,17.741,3.965
31,19.499,3.868
32,19.621,3.713
33,20.261,3.985
34,20.702,4.271
35,21.294,4.321
36,21.732,4.611
37,22.235,4.744
38,22.545,4.913
39,23.158,5.276
40,24.068,5.836
41,24.31,6.069
42,24.943,6.44
43,25.502,6.499
44,25.986,6.914
45,26.911,7.317
46,27.207,7.056
47,28.455,7.997
48,28.74,7.975
49,29.452,7.949
50,29.931,8.088
51,31.32,8.385
52,32.331,8.545
53,33.266,8.012
54,33.998,8.634
55,34.936,8.612
56,35.339,8.952
57,35.914,8.952
58,36.655,8.594
59,37.27,8.781
60,37.981,8.884
61,38.52,9.292
62,39.094,9.501
63,39.317,9.701
64,40.373,10.454
65,40.738,10.759
66,41.361,10.737
67,42.067,10.983
68,42.373,10.989
69,42.837,11.106
70,43.077,11.104
71,43.79,11.244
72,44.207,11.64
73,44.642,11.586
74,45.165,11.965
75,45.685,11.507
76,46.423,11.8
77,46.662,11.71
78,47.021,11.785
79,47.18,11.669
80,47.588,11.691
81,48.361,11.64
82,48.455,11.696
83,48.942,11.733
84,49.135,11.408
85,49.702,11.591
86,49.898,11.479
87,50.666,11.271
88,51.005,11.211
89,52.076,10.637
90,53.038,10.532
91,53.31,10.563
92,53.843,10.573
93,54.32,10.789
94,55.124,10.514
95,55.641,10.361
96,56.422,10.691
97,57.064,10.592
98,57.706,10.931
99,58.045,11.028
100,58.673,11.506
101,59.041,11.653
102,59.117,11.708
103,59.469,11.872
104,59.782,11.828
105,60.086,12.087
106,60.356,12.004
