Time,Progress_mean,Progress_std
0,2.692,0.201
1,3.328,0.731
2,3.992,0.37
3,4.746,0.383
4,4.746,0.383
5,5.22,0.368
6,5.379,0.56
7,5.541,0.488
8,5.803,0.673
9,5.824,0.659
10,6.076,0.937
11,6.118,0.924
12,6.3,1.149
13,6.456,1.313
14,6.522,1.302
15,6.742,1.575
16,6.909,1.55
17,7.021,1.797
18,7.291,1.808
19,7.714,2.433
20,8.035,2.812
21,8.241,3.043
22,8.589,3.306
23,9.084,3.79
24,9.282,4.035
25,9.502,4.079
26,9.972,4.694
27,10.217,4.591
28,11.624,5.373
29,12.016,5.379
30,12.32,5.447
31,12.77,5.395
32,13.54,5.371
33,13.859,5.421
34,14.495,5.43
35,14.96,5.741
36,15.491,5.8
37,15.97,6.026
38,16.298,6.057
39,16.814,5.982
40,17.809,5.4
41,18.26,5.475
42,18.765,5.462
43,19.039,5.56
44,19.836,5.817
45,20.211,5.929
46,20.857,6.501
47,21.608,7.31
48,21.899,7.391
49,22.62,8.131
50,23.36,8.89
51,23.738,8.993
52,24.398,9.545
53,24.707,9.581
54,25.315,10.09
55,25.478,10.082
56,25.888,10.605
57,26.135,10.867
58,26.937,10.948
59,27.642,11.552
60,28.095,11.497
61,28.795,11.98
62,29.247,12.132
63,29.86,12.325
64,30.494,12.721
65,31.464,13.271
66,32.105,13.472
67,32.789,13.999
68,33.134,14.169
69,34.33,14.781
70,34.512,14.991
71,35.068,15.237
72,35.514,15.784
73,36.136,16.122
74,36.638,16.499
75,36.829,16.754
76,37.947,16.689
77,38.329,17.208
78,39.239,17.088
79,39.452,17.404
80,40.386,17.378
81,41.143,17.698
82,41.291,17.81
83,41.889,18.016
84,42.158,18.246
85,42.77,18.681
86,43.233,19.214
87,43.544,19.392
88,44.102,19.803
89,44.43,20.12
90,44.677,20.221
91,45.51,20.617
92,45.723,20.402
93,46.343,21.107
94,46.73,20.954
95,47.112,21.285
96,47.685,20.998
97,48.364,20.436
98,48.619,20.458
99,49.401,19.954
100,49.572,19.852
101,50.175,19.649
102,50.308,19.534
103,51.071,19.288
104,51.228,19.166
105,51.993,19.415
106,52.198,19.336
107,52.76,19.263
108,52.925,19.216
109,53.512,19.103
110,53.745,19.065
111,53.988,19.096
112,54.216,19.1
113,54.54,19.167
114,54.87,19.252
115,54.99,19.257
116,55.343,19.273
117,55.438,19.32
118,55.683,19.365
119,55.73,19.356
120,55.903,19.282
121,55.964,19.348
122,56.201,19.233
123,56.307,19.351
124,56.772,19.151
125,56.785,19.166
126,57.102,18.953
127,57.22,18.901
128,57.594,18.754
129,57.721,18.731
130,58.503,18.596
131,58.89,18.395
132,59.302,18.43
133,59.687,18.37
134,59.966,18.239
135,60.321,18.136
136,60.429,18.113
137,60.995,18.134
138,61.194,18.119
139,61.572,17.94
140,62.126,17.262
141,62.509,17.365
142,62.988,17.165
143,63.122,16.973
144,63.468,17.094
145,63.658,17.037
146,63.961,17.059
147,64.052,16.932
148,64.46,17.105
149,64.58,16.985
150,64.863,16.912
151,65.089,16.969
152,65.178,16.931
153,65.51,17.165
154,65.643,16.989
155,65.844,17.096
156,66.089,16.85
157,66.303,16.847
158,66.421,16.768
159,66.734,16.557
160,66.85,16.555
161,66.954,16.465
162,67.062,16.448
163,67.376,16.129
164,67.535,15.965
165,68.161,15.59
166,68.351,15.289
167,68.651,15.165
168,68.833,14.772
169,69.142,14.656
170,69.49,14.273
171,69.888,13.818
172,70.539,13.909
173,71.021,13.258
174,71.279,13.147
175,71.598,12.664
176,71.798,12.588
177,72.13,12.382
178,72.276,12.356
179,72.517,12.265
180,72.817,12.246
181,72.997,12.384
182,73.405,12.368
183,73.678,11.706
184,74.014,11.644
185,74.014,11.644
186,74.426,11.697
187,74.426,11.697
188,74.66,11.821
189,74.986,11.997
190,75.17,12.086
191,75.246,12.139
192,75.265,12.15
193,75.705,12.318
194,75.813,12.09
195,75.939,12.172
196,75.999,12.027
197,76.227,12.121
198,76.371,12.139
199,76.516,12.184
200,76.605,12.082
201,76.662,12.099
202,76.753,12.091
203,76.787,12.105
204,76.931,12.175
205,76.981,12.155
206,77.021,12.179
207,77.742,11.21
208,77.766,11.186
209,77.799,11.197
210,77.92,11.218
211,77.971,11.191
212,78.099,11.27
213,78.106,11.267
214,78.136,11.284
215,78.178,11.311
216,78.448,10.99
217,78.45,10.991
218,78.537,11.03
219,78.59,10.909
220,78.979,10.391
221,79.072,10.229
222,79.19,9.999
223,79.326,9.876
224,79.56,9.412
225,79.649,9.27
226,79.788,9.029
227,79.913,9.012
228,79.92,9.011
229,80.061,9.024
230,80.143,8.91
231,80.338,8.858
232,80.533,8.664
233,80.71,8.636
234,80.795,8.617
235,80.83,8.547
236,80.877,8.519
237,80.902,8.516
238,81.059,8.486
239,81.069,8.484
240,81.122,8.517
241,81.131,8.512
242,81.577,7.947
243,81.579,7.948
244,81.866,7.755
245,81.906,7.803
246,81.955,7.791
247,81.964,7.802
248,82.004,7.714
249,82.029,7.743
250,82.105,7.646
251,82.147,7.639
252,82.187,7.569
253,82.856,6.702
254,82.875,6.655
255,83.337,6.32
256,83.337,6.32
257,83.54,6.015
258,83.665,6.043
259,83.821,5.885
260,83.821,5.885
261,83.906,5.778
262,83.908,5.779
263,84.1,5.434
264,84.1,5.434
265,84.217,5.224
266,84.217,5.224
267,84.286,5.094
268,84.286,5.094
269,84.293,5.074
270,84.373,5.016
271,84.384,4.986
272,84.384,4.986
273,84.386,4.981
274,84.409,4.92
275,84.409,4.92
276,84.443,4.829
277,84.443,4.829
278,84.456,4.82
279,84.456,4.82
280,84.491,4.795
281,84.491,4.795
282,84.53,4.773
283,84.53,4.773
284,84.53,4.773
285,84.53,4.773
286,84.53,4.773
287,84.53,4.773
288,84.53,4.773
289,84.53,4.773
290,84.53,4.773
291,84.534,4.771
292,84.534,4.771
