Time,Progress_mean,Progress_std
0,4.067,0.46
1,4.937,0.782
2,5.631,0.567
3,6.789,1.257
4,6.789,1.257
5,7.951,1.733
6,9.663,3.601
7,10.553,2.796
8,13.375,3.474
9,13.512,3.364
10,15.547,3.493
11,15.808,5.971
12,16.943,5.469
13,18.253,6.329
14,19.701,7.119
15,22.113,8.771
16,24.366,10.979
17,26.436,12.372
18,28.256,13.716
19,30.777,16.229
20,32.491,17.647
21,33.751,18.825
22,36.239,19.82
23,37.177,20.148
24,38.199,19.733
25,39.315,20.461
26,40.253,19.913
27,41.775,20.007
28,42.398,19.905
29,43.035,20.0
30,43.783,20.108
31,44.728,20.959
32,45.861,20.174
33,46.567,19.63
34,48.137,18.428
35,48.826,18.655
36,49.038,18.809
37,50.594,18.272
38,50.891,18.454
39,52.559,16.61
40,54.083,15.482
41,54.658,15.356
42,55.11,15.155
43,55.491,15.3
44,56.62,14.857
45,57.389,14.618
46,58.101,14.349
47,58.856,14.276
48,59.086,14.0
49,59.18,13.91
50,59.382,13.98
51,59.513,13.957
52,60.019,14.109
53,60.351,14.252
54,60.89,14.339
55,61.42,14.344
56,62.172,12.906
57,62.976,13.153
58,63.138,13.101
59,63.984,13.154
60,64.523,12.562
61,64.948,12.524
62,66.079,11.76
63,66.081,11.761
64,66.912,10.737
65,67.1,10.806
66,67.339,10.111
67,67.975,9.531
68,67.977,9.531
69,68.427,9.042
70,68.615,9.039
71,68.892,8.817
72,69.247,8.757
73,69.499,8.737
74,69.736,8.805
75,69.871,8.491
76,70.539,8.291
77,70.756,8.248
78,71.255,8.293
79,71.469,8.402
80,71.701,8.392
81,71.953,8.5
82,71.982,8.433
83,72.264,8.409
84,72.435,8.315
85,72.885,8.363
86,73.437,8.174
87,74.029,8.21
88,74.346,8.041
89,74.532,8.122
90,74.802,7.647
91,74.885,7.638
92,75.043,7.284
93,75.662,7.649
94,76.641,7.886
95,76.857,7.921
96,77.377,7.301
97,77.577,7.358
98,77.861,7.077
