Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain
0,37606.000000,2147.000000,18.642857,0.000000,729,112,5000.000000,2965.384191,46082.000000,1,1.538191,1,1.686122,2803.000000,114.000000,-1
50,-1,2185.000000,19.189189,0.000000,-1,111,4416.000000,5200.367166,8358.000000,2,6.017178,1,0.849171,3352.000000,113.000000,-1
63,-1,2242.000000,19.990826,0.000000,-1,109,5000.000000,2891.379479,8558.000000,3,8.541353,1,1.729278,3402.000000,109.000000,-1
77,-1,2234.000000,20.138889,0.000000,-1,108,4886.000000,1733.943234,9565.000000,4,9.319482,1,2.817855,8604.000000,116.000000,-1
96,-1,2183.000000,19.869159,0.000000,-1,107,4573.000000,1889.129719,8914.000000,5,17.537286,1,2.420691,8403.000000,119.000000,-1
115,-1,2242.000000,20.951923,0.000000,-1,104,4535.000000,3834.156454,8360.000000,6,27.444199,1,1.182790,4453.000000,122.000000,-1
129,-1,2306.000000,21.766990,0.000000,-1,103,4162.000000,2502.980919,9397.000000,7,37.446005,1,1.662817,5953.000000,114.000000,-1
145,-1,2364.000000,22.519608,0.000000,-1,102,3503.000000,2597.233251,9368.000000,8,38.224135,1,1.348743,1902.000000,131.000000,-1
157,-1,2415.000000,23.808081,0.000000,-1,99,4067.000000,1182.351558,9226.000000,9,40.957076,1,3.439755,3854.000000,119.000000,-1
171,-1,2364.000000,23.793814,0.000000,-1,97,4383.000000,1857.977124,8228.000000,10,43.044740,1,2.359017,4652.000000,119.000000,-1
185,-1,2214.000000,22.736842,0.000000,-1,95,2592.000000,2181.285205,8409.000000,11,52.477184,1,1.188290,4453.000000,120.000000,-1
198,-1,2171.000000,23.263736,0.000000,-1,91,4499.000000,1858.502688,7783.000000,12,59.062814,1,2.420766,8403.000000,120.000000,-1
215,-1,2111.000000,23.409091,0.000000,-1,88,1602.000000,884.090091,7185.000000,13,69.747856,1,1.812033,3353.000000,123.000000,-1
226,-1,2064.000000,23.430233,0.000000,-1,86,3509.000000,1019.992241,6899.000000,14,71.190242,1,3.440222,4704.000000,116.000000,-1
238,-1,2029.000000,23.294118,0.000000,-1,85,4228.000000,923.200710,6866.000000,15,73.429735,1,4.579719,5753.000000,121.000000,-1
251,-1,2041.000000,23.726190,0.000000,-1,84,1394.000000,498.058565,7048.000000,16,74.891100,1,2.798868,4452.000000,117.000000,-1
263,-1,2021.000000,23.722892,0.000000,-1,83,1481.000000,462.982807,7657.000000,17,75.213739,1,3.198823,4752.000000,119.000000,-1
276,-1,1967.000000,24.666667,0.000000,-1,78,1130.000000,517.215671,7476.000000,18,77.111615,1,2.184775,5853.000000,121.000000,-1
289,-1,1868.000000,26.085714,0.000000,-1,70,1239.000000,920.252363,5786.000000,19,77.282424,1,1.346370,3303.000000,119.000000,-1
299,-1,1711.000000,25.753846,0.000000,-1,65,1016.000000,851.894407,5219.000000,20,77.415275,1,1.192636,4453.000000,118.000000,-1
309,-1,1566.000000,29.384615,0.000000,-1,52,1711.000000,234.260865,4291.000000,21,77.737914,1,7.303823,8603.000000,119.000000,-1
322,-1,1251.000000,25.978723,0.000000,-1,47,556.000000,195.911938,4681.000000,22,78.895618,1,2.838010,5953.000000,123.000000,-1
333,-1,1161.000000,25.795455,0.000000,-1,44,1114.000000,181.765226,3915.000000,23,79.199279,1,6.128785,5753.000000,125.000000,-1
343,-1,1073.000000,27.526316,0.000000,-1,38,690.000000,282.936285,3432.000000,24,79.275194,1,2.438712,8404.000000,118.000000,-1
356,-1,914.000000,30.793103,0.000000,-1,29,779.000000,143.327529,2660.000000,25,79.332130,1,5.435104,7253.000000,121.000000,-1
366,-1,743.000000,31.695652,0.000000,-1,23,538.000000,236.251539,2355.000000,26,79.521917,1,2.277234,2802.000000,125.000000,-1
372,-1,580.000000,25.772727,0.000000,-1,22,231.000000,73.238524,2456.000000,27,79.749663,1,3.154078,5903.000000,121.000000,-1
380,-1,566.000000,29.157895,0.000000,-1,19,221.000000,33.027759,2240.000000,28,79.768641,1,6.691341,6903.000000,126.000000,-1
390,-1,494.000000,40.250000,0.000000,-1,12,689.000000,97.737171,1309.000000,29,79.787620,1,7.049519,7803.000000,123.000000,-1
399,-1,301.000000,32.666667,0.000000,-1,9,65.000000,22.257831,1096.000000,30,79.882514,1,2.920321,4703.000000,121.000000,-1
406,-1,230.000000,28.375000,0.000000,-1,8,37.000000,112.485798,709.000000,31,79.939450,1,0.328930,1703.000000,127.000000,-1
409,-1,200.000000,28.142857,0.000000,-1,7,130.000000,9.614113,746.000000,32,79.977408,1,13.521788,20854.000000,123.000000,-1
431,-1,170.000000,27.833333,0.000000,-1,6,227.000000,79.935520,755.000000,33,80.072301,1,2.839789,6802.000000,121.000000,-1
439,-1,138.000000,27.000000,0.000000,-1,5,46.000000,38.887642,406.000000,34,80.603707,1,1.182895,4404.000000,121.000000,-1
444,-1,107.000000,26.250000,0.000000,-1,4,54.000000,18.493179,344.000000,35,80.698601,1,2.919996,3553.000000,121.000000,-1
