Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain
0,40036.000000,847.000000,17.104167,0.000000,729,48,5000.000000,987.806917,45102.000000,1,1.538191,1,5.061718,8003.000000,112.000000,-1
54,-1,837.000000,17.608696,0.000000,-1,46,3808.000000,2632.585505,5615.000000,2,1.879808,1,1.446487,4553.000000,107.000000,-1
66,-1,811.000000,20.153846,0.000000,-1,39,2904.000000,2918.655587,4964.000000,3,3.227300,1,0.994979,3853.000000,111.000000,-1
76,-1,702.000000,18.888889,0.000000,-1,36,469.000000,2014.981656,4403.000000,4,5.182113,1,0.232756,1401.000000,119.000000,-1
84,-1,685.000000,19.000000,0.000000,-1,35,5000.000000,994.067594,4193.000000,5,5.220070,1,5.029839,6803.000000,114.000000,-1
96,-1,640.000000,21.413793,0.000000,-1,29,4404.000000,885.788515,3575.000000,6,5.333943,1,4.971841,8553.000000,110.000000,-1
110,-1,554.000000,19.071429,0.000000,-1,28,1050.000000,1250.424460,3750.000000,7,7.971990,1,0.839715,1953.000000,111.000000,-1
117,-1,551.000000,19.740741,0.000000,-1,27,5000.000000,827.127475,3380.000000,8,9.718036,1,6.045017,6052.000000,123.000000,-1
128,-1,518.000000,19.423077,0.000000,-1,26,3738.000000,3066.402212,3437.000000,9,16.056942,1,1.219018,4553.000000,114.000000,-1
137,-1,489.000000,19.160000,0.000000,-1,25,4982.000000,178.309492,3414.000000,10,17.670137,1,27.940184,38505.000000,116.000000,-1
180,-1,529.000000,21.500000,0.000000,-1,24,4862.000000,4875.435190,2827.000000,11,20.573887,1,0.997244,3802.000000,122.000000,-1
188,-1,539.000000,22.869565,0.000000,-1,23,1179.000000,4931.713082,3217.000000,12,27.520114,1,0.239065,1403.000000,126.000000,-1
194,-1,525.000000,23.227273,0.000000,-1,22,5000.000000,985.911487,2933.000000,13,28.108455,1,5.071449,8103.000000,119.000000,-1
206,-1,514.000000,23.952381,0.000000,-1,21,1405.000000,485.682645,2623.000000,14,30.063268,1,2.892836,4952.000000,123.000000,-1
215,-1,474.000000,23.200000,0.000000,-1,20,5000.000000,1288.110485,2762.000000,15,31.467696,1,3.881655,5052.000000,121.000000,-1
224,-1,462.000000,23.736842,0.000000,-1,19,1230.000000,4208.744227,2573.000000,16,35.339363,1,0.292249,1403.000000,122.000000,-1
228,-1,441.000000,23.944444,0.000000,-1,18,579.000000,82.779907,2533.000000,17,36.041577,1,6.994451,10853.000000,127.000000,-1
243,-1,429.000000,28.000000,0.000000,-1,15,328.000000,1407.633437,2207.000000,18,36.497067,1,0.233015,1403.000000,116.000000,-1
247,-1,333.000000,23.214286,0.000000,-1,14,311.000000,107.498244,2316.000000,19,36.667876,1,2.893071,9903.000000,120.000000,-1
260,-1,309.000000,23.230769,0.000000,-1,13,72.000000,310.947599,1570.000000,20,36.895621,1,0.231550,1403.000000,121.000000,-1
264,-1,269.000000,22.000000,0.000000,-1,12,1196.000000,52.918859,1767.000000,21,36.933579,1,22.600638,20704.000000,122.000000,-1
288,-1,247.000000,21.909091,0.000000,-1,11,662.000000,2860.659590,1392.000000,22,38.091283,1,0.231415,1402.000000,119.000000,-1
291,-1,234.000000,22.900000,0.000000,-1,10,247.000000,201.860326,1163.000000,23,39.059200,1,1.223618,3853.000000,128.000000,-1
297,-1,226.000000,24.555556,0.000000,-1,9,169.000000,737.339433,1244.000000,24,40.349756,1,0.229202,1403.000000,121.000000,-1
301,-1,226.000000,24.555556,0.000000,-1,9,169.000000,737.339433,-1,25,40.349756,-1,-1,-1,-1,-1
312,-1,226.000000,24.555556,0.000000,-1,9,169.000000,737.339433,-1,26,40.349756,-1,-1,-1,-1,-1
323,-1,186.000000,22.625000,0.000000,-1,8,558.000000,62.486836,1384.000000,27,40.406692,1,8.929881,11554.000000,122.000000,-1
337,-1,163.000000,26.500000,0.000000,-1,6,3561.000000,304.367747,1036.000000,28,40.577501,1,11.699663,17354.000000,124.000000,-1
356,-1,109.000000,26.750000,0.000000,-1,4,27.000000,2.331243,469.000000,29,44.619977,1,11.581806,11805.000000,124.000000,-1
369,-1,53.000000,17.333333,0.000000,-1,3,1295.000000,197.889938,320.000000,30,44.676913,1,6.544042,8352.000000,120.000000,-1
379,-1,34.000000,16.500000,0.000000,-1,2,51.000000,7.211075,286.000000,31,45.227297,1,7.072454,9904.000000,121.000000,-1
