Iteration,Progress_mean,Progress_std,TrajectoryLength_mean,TrajectoryLength_std,Time_mean,Time_std,GenerateTime_mean,GenerateTime_std,EvalTime_mean,EvalTime_std,EvalAvgTime_mean,EvalAvgTime_std,SelectTime_mean,SelectTime_std,Attempts_mean,Attempts_std,Candidates_mean,Candidates_std,EstimatedGain_mean,EstimatedGain_std,UtilityScore_mean,UtilityScore_std,NBVTime_mean,NBVTime_std,Planner_mean,Planner_std,MoveTime_mean,MoveTime_std,MapUpdateTime_mean,MapUpdateTime_std,Gain_mean,Gain_std,ClusterTime_mean,ClusterTime_std,NbvMemory_mean,NbvMemory_std
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17.651998499999998,1.0182327816839494,0.0,0.1807854526990488,0.0,0.0,372.0,21.84795947756525,169.5,8.746427842267948,20.7625,1.0711656423417122,5.5,3.719318934070233,8.0,0.0,8.0,0.0,3064.9,915.1276110163241,3064.9,915.1276110163241,542.3,26.272292121802643,0.0,0.0,669.7,41.02316418805354,123.1,6.4884512790033355,3.0373685000000004,1.0182327816839494,-1.0,0.0,0.0,0.0
2,19.9971294,1.3213194985586019,1.01293269,0.195199332028624,3.9,6.723920813863821,375.4,28.14723195390032,177.6,11.047372739454579,21.7625,1.4135382123514662,2.3,2.263232692902394,8.0,0.0,8.0,0.0,3029.7,789.916598973166,3029.7,789.916598973166,553.6,29.303772984226985,0.0,0.0,698.4,36.661211715441766,116.1,5.108815909777919,2.345131,1.0719380503092935,-1.0,0.0,0.0,0.0
3,21.7065322,1.9201113622663655,1.8789916,0.24969312326747542,5.2,6.957010852370435,375.7,25.4342289051585,189.8,11.612254063894934,23.225,1.4634434279010127,1.5,0.7071067811865476,8.0,0.0,8.0,0.0,2666.8,747.3233421871539,2666.8,747.3233421871539,565.9,27.581998960674802,0.0,0.0,647.6,43.874062193206285,117.9,2.6012817353502222,1.7094026,1.1748419734815592,-1.0,0.0,0.0,0.0
4,23.0034176,2.331396589051207,2.8184433999999996,0.2985263432429373,7.2,6.957010852370435,375.0,26.89485700525908,185.8,10.768266135063506,22.7375,1.3155718021707012,2.8,2.2997584414213788,8.0,0.0,8.0,0.0,2394.4,994.1307984588569,2394.4,994.1307984588569,561.5,27.73385416177611,0.0,0.0,662.7,38.6840478176154,121.5,12.98075498574717,1.2968857,0.6301682270769802,-1.0,0.0,0.0,0.0
5,25.3033412,3.170592002150241,3.8577373999999995,0.4263746859551272,9.0,7.039570693980959,383.5,23.717082451262844,195.0,18.90326250501043,23.925,2.3087995918995543,1.9,0.8755950357709131,8.0,0.0,8.0,0.0,2361.2,608.3898238611308,2361.2,608.3898238611308,579.1,27.545719570682238,0.0,0.0,672.4,75.52953800408892,121.6,6.619835513230085,2.2999237,1.321182044907518,-1.0,0.0,0.0,0.0
6,29.860806500000002,4.738601468239015,4.8129584,0.43664657435199616,10.4,7.244921593011817,394.4,14.690889088895258,199.8,17.69369002403588,24.475,2.1896219866553333,2.2,0.9189365834726815,8.0,0.0,8.0,0.0,3125.8,718.4781447228888,3125.8,718.4781447228888,594.8,20.99100336387523,0.0,0.0,672.9,47.78063298962133,125.4,9.766154707855991,4.5574653,2.174851023264661,-1.0,0.0,0.0,0.0
7,34.1922353,5.663092736552233,5.8494054,0.43006267554728433,12.3,6.9290050592499295,400.6,25.919533603485654,187.4,29.067736983352066,25.3178572,2.0837380201234406,1.8,1.1352924243950933,8.0,0.0,7.3,1.0593499054713802,3126.9,841.0190181493454,3126.9,841.0190181493454,588.4,24.775435863415645,0.0,0.0,687.8,24.03146086094457,124.6,4.6951511631090685,4.3314287,1.7675147127916992,-1.0,0.0,0.0,0.0
8,38.6338567,5.783791829746988,6.8009604,0.4844490260812907,14.0,7.039570693980959,405.7,48.73066568166063,190.7,26.579231658487714,25.3625,1.3980323584626597,2.3,1.8287822299126937,8.0,0.0,7.4,0.9660917830792958,2431.7,552.6737132642853,2431.7,552.6737132642853,597.0,24.644133852366018,0.0,0.0,657.9,44.308138204071625,127.2,5.493430419854044,4.4416214,1.356010969693928,-1.0,0.0,0.0,0.0
9,43.6801264,6.451045773485246,7.8107093999999995,0.49252716142248326,15.5,7.214953607304454,433.7,78.09687716049997,169.3,41.545289878770994,25.2041667,0.8451591220987197,2.2,1.8135294011647258,8.0,0.0,6.6,1.6465452046971292,2436.2,938.5062362901781,2436.2,938.5062362901781,603.6,39.84748702518419,0.0,0.0,668.7,53.068195120366894,126.7,5.831904586934795,5.0462696000000005,2.083921655204714,-1.0,0.0,0.0,0.0
