Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime
0,1559.000000,769.000000,94.875000,-1,8,8,2291.000000,2291.000000,2338.000000,1,1.538191,0,-1,1909.000000,452.000000
12,1383.000000,806.000000,99.375000,-1,8,8,2924.000000,2924.000000,2196.000000,2,3.474024,0,-1,1908.000000,581.000000
24,1683.000000,985.000000,122.375000,-1,8,8,3076.000000,3076.000000,2672.000000,3,5.865348,0,-1,1907.000000,382.000000
35,1730.000000,829.000000,102.375000,-1,8,8,2920.000000,2920.000000,2568.000000,4,8.256672,0,-1,1907.000000,530.000000
46,1610.000000,887.000000,109.750000,-1,8,8,2742.000000,2742.000000,2501.000000,5,10.040675,0,-1,1906.000000,504.000000
56,1731.000000,882.000000,108.875000,-1,8,8,3064.000000,3064.000000,2621.000000,6,14.310896,0,-1,1906.000000,489.000000
67,1761.000000,968.000000,120.000000,-1,8,8,3191.000000,3191.000000,2736.000000,7,18.543160,0,-1,1908.000000,472.000000
76,1359.000000,608.000000,120.800000,-1,8,5,2910.000000,2910.000000,1970.000000,8,21.902401,0,-1,1957.000000,421.000000
85,1077.000000,310.000000,153.500000,-1,8,2,85.000000,85.000000,1391.000000,9,24.882066,0,-1,1907.000000,373.000000
93,1451.000000,689.000000,114.000000,-1,8,6,2448.000000,2448.000000,2144.000000,10,25.109811,0,-1,1907.000000,538.000000
101,1041.000000,238.000000,117.500000,-1,8,2,254.000000,254.000000,1282.000000,11,29.664714,0,-1,1906.000000,452.000000
109,1455.000000,544.000000,89.333333,-1,8,6,2718.000000,2718.000000,2005.000000,12,30.347949,0,-1,1908.000000,421.000000
116,1145.000000,398.000000,132.000000,-1,8,3,2085.000000,2085.000000,1546.000000,13,38.470858,0,-1,1907.000000,390.000000
123,1441.000000,487.000000,120.500000,-1,8,4,3061.000000,3061.000000,1930.000000,14,43.746954,0,-1,1910.000000,409.000000
130,1067.000000,191.000000,94.500000,-1,8,2,2732.000000,2732.000000,1260.000000,15,44.202444,0,-1,1906.000000,547.000000
136,1081.000000,188.000000,92.500000,-1,8,2,2529.000000,2529.000000,1272.000000,16,50.674201,0,-1,1907.000000,497.000000
142,1757.000000,621.000000,87.857143,-1,8,7,2925.000000,2925.000000,2383.000000,17,53.824676,0,-1,1906.000000,419.000000
149,1805.000000,778.000000,95.875000,-1,8,8,1623.000000,1623.000000,2590.000000,18,56.728426,0,-1,1909.000000,500.000000
156,1247.000000,471.000000,116.750000,-1,8,4,298.000000,298.000000,1721.000000,19,57.943067,0,-1,1906.000000,451.000000
162,1437.000000,611.000000,75.125000,-1,8,8,1041.000000,1041.000000,2052.000000,20,58.056939,0,-1,1906.000000,416.000000
170,1598.000000,793.000000,98.125000,-1,8,8,1265.000000,1265.000000,2399.000000,21,58.322642,0,-1,1059.000000,524.000000
177,1392.000000,574.000000,81.000000,-1,8,7,1156.000000,1156.000000,1970.000000,22,58.398557,0,-1,1958.000000,427.000000
185,3365.000000,372.000000,91.250000,0.000000,15,4,4321.000000,4321.000000,3743.000000,23,58.398557,1,-1,7660.000000,501.000000
200,1739.000000,724.000000,89.625000,-1,8,8,1909.000000,1909.000000,2467.000000,24,61.624946,0,-1,1908.000000,515.000000
207,1810.000000,882.000000,108.875000,-1,8,8,1944.000000,1944.000000,2698.000000,25,62.346139,0,-1,1907.000000,489.000000
215,1699.000000,824.000000,101.750000,-1,8,8,1955.000000,1955.000000,2531.000000,26,62.573884,0,-1,1906.000000,520.000000
223,1745.000000,968.000000,119.875000,-1,8,8,1655.000000,1655.000000,2718.000000,27,62.801629,0,-1,1907.000000,485.000000
230,1872.000000,1097.000000,136.250000,-1,8,8,1666.000000,1666.000000,2973.000000,28,62.877544,0,-1,1058.000000,573.000000
237,1849.000000,864.000000,106.875000,-1,8,8,1703.000000,1703.000000,2721.000000,29,62.915502,0,-1,1056.000000,560.000000
244,1534.000000,723.000000,89.250000,-1,8,8,1812.000000,1812.000000,2264.000000,30,62.953460,0,-1,1059.000000,467.000000
251,1635.000000,892.000000,110.250000,-1,8,8,1979.000000,1979.000000,2535.000000,31,63.010396,0,-1,1058.000000,568.000000
258,3049.000000,813.000000,134.000000,0.000000,17,6,4467.000000,4467.000000,3868.000000,32,63.010396,1,-1,5660.000000,533.000000
270,1533.000000,682.000000,95.857143,-1,8,7,3470.000000,3470.000000,2221.000000,33,67.052872,0,-1,1909.000000,512.000000
278,1536.000000,487.000000,120.750000,-1,8,4,2954.000000,2954.000000,2028.000000,34,71.721647,0,-1,1958.000000,481.000000
285,1768.000000,1009.000000,125.000000,-1,8,8,836.000000,836.000000,2785.000000,35,75.308633,0,-1,1909.000000,561.000000
293,1701.000000,872.000000,107.750000,-1,8,8,553.000000,553.000000,2579.000000,36,76.010847,0,-1,1908.000000,532.000000
302,5128.000000,805.000000,99.375000,0.000000,36,8,3607.000000,3607.000000,5940.000000,37,76.010847,1,-1,10001.000000,526.000000
322,1657.000000,789.000000,97.500000,-1,8,8,3016.000000,3016.000000,2454.000000,38,78.497064,0,-1,1909.000000,601.000000
330,1765.000000,898.000000,111.375000,-1,8,8,1957.000000,1957.000000,2668.000000,39,79.142342,0,-1,1059.000000,668.000000
337,1751.000000,1058.000000,130.875000,-1,8,8,1614.000000,1614.000000,2817.000000,40,79.199279,0,-1,1059.000000,627.000000
345,3832.000000,861.000000,121.714286,0.000000,24,7,2846.000000,2846.000000,4701.000000,41,79.199279,1,-1,4259.000000,560.000000
356,1665.000000,979.000000,121.250000,-1,8,8,2629.000000,2629.000000,2651.000000,42,79.502939,0,-1,1909.000000,508.000000
364,1748.000000,974.000000,120.750000,-1,8,8,2822.000000,2822.000000,2726.000000,43,79.635790,0,-1,1060.000000,435.000000
371,8389.000000,648.000000,91.285714,0.000000,60,7,3144.000000,3144.000000,9045.000000,44,79.635790,1,-1,2710.000000,621.000000
386,1703.000000,795.000000,98.500000,-1,8,8,1367.000000,1367.000000,2501.000000,45,80.281068,0,-1,1910.000000,613.000000
395,4054.000000,558.000000,110.200000,0.000000,22,5,2650.000000,2650.000000,4619.000000,46,80.281068,1,-1,10003.000000,663.000000
414,4054.000000,558.000000,110.200000,0.000000,22,5,2650.000000,2650.000000,-1,47,-1,-1,-1,-1,-1
425,4054.000000,558.000000,110.200000,0.000000,22,5,2650.000000,2650.000000,-1,48,-1,-1,-1,-1,-1
436,1307.000000,669.000000,82.625000,-1,8,8,2479.000000,2479.000000,1980.000000,49,80.319025,0,-1,1907.000000,748.000000
443,1759.000000,750.000000,123.666667,0.000000,11,6,1478.000000,1478.000000,2514.000000,50,80.319025,1,-1,5308.000000,618.000000
454,1572.000000,789.000000,97.625000,-1,8,8,1799.000000,1799.000000,2366.000000,51,80.319025,0,-1,1907.000000,587.000000
461,3105.000000,275.000000,67.750000,0.000000,22,4,1870.000000,1870.000000,3384.000000,52,80.319025,1,-1,7362.000000,685.000000
475,1494.000000,744.000000,123.000000,-1,8,6,90.000000,90.000000,2242.000000,53,80.812473,0,-1,1907.000000,588.000000
483,1590.000000,1158.000000,143.625000,-1,8,8,299.000000,299.000000,2757.000000,54,80.831452,0,-1,1907.000000,633.000000
490,5804.000000,620.000000,122.600000,0.000000,45,5,4208.000000,4208.000000,6432.000000,55,80.831452,1,-1,9161.000000,593.000000
509,1463.000000,491.000000,80.833333,-1,8,6,956.000000,956.000000,1958.000000,56,83.868054,0,-1,1908.000000,520.000000
516,1232.000000,572.000000,94.000000,-1,8,6,5.000000,5.000000,1810.000000,57,84.152735,0,-1,1056.000000,510.000000
521,1417.000000,575.000000,94.833333,-1,8,6,618.000000,618.000000,1996.000000,58,84.854949,0,-1,1057.000000,528.000000
