Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain,ClusterTime,NbvMemory
0,3307.000000,247.000000,24.200000,0.000000,57,10,5000.000000,889.306422,3555.000000,0,13.988257,1,3.62236,1254.000000,115.000000,5.598734,-1,0
5,3326.000000,216.000000,21.000000,0.000000,56,10,4437.000000,1055.399949,3542.000000,1,23.838234,1,7.82645,1353.000000,115.000000,9.849977,-1,0
10,4459.000000,221.000000,21.600000,0.000000,78,10,5000.000000,1558.365196,4681.000000,2,36.174428,1,11.0349,1252.000000,110.000000,12.336194,-1,0
17,3201.000000,178.000000,17.300000,0.000000,50,10,4985.000000,916.058634,3380.000000,3,44.335295,1,16.4767,1652.000000,109.000000,8.160867,-1,0
22,3994.000000,213.000000,20.700000,0.000000,74,10,3501.000000,610.419139,4207.000000,4,48.131048,1,22.2121,1353.000000,113.000000,3.795752,-1,0
28,1908.000000,206.000000,20.100000,0.000000,29,10,4738.000000,657.963256,2115.000000,5,48.624495,1,29.4131,1352.000000,119.000000,0.493448,-1,0
32,3174.000000,200.000000,19.400000,0.000000,53,10,5000.000000,1436.421349,3375.000000,6,50.977862,1,32.894,1103.000000,116.000000,2.353366,-1,0
37,3599.000000,191.000000,18.700000,0.000000,53,10,4815.000000,963.993777,3790.000000,7,52.704929,1,37.8889,1202.000000,112.000000,1.727067,-1,0
42,2092.000000,215.000000,20.900000,0.000000,42,10,3017.000000,1050.873318,2308.000000,8,54.868508,1,40.7598,1203.000000,111.000000,2.163579,-1,0
46,3552.000000,194.000000,18.700000,0.000000,56,10,3924.000000,1615.034744,3747.000000,9,56.272936,1,43.1895,1252.000000,115.000000,1.404428,-1,0
51,5648.000000,212.000000,20.700000,0.000000,76,10,2097.000000,862.179777,5861.000000,10,61.074562,1,45.6217,1052.000000,120.000000,4.801626,-1,0
59,6785.000000,211.000000,20.500000,0.000000,103,10,5000.000000,915.766630,6997.000000,11,65.648444,1,51.0816,1452.000000,119.000000,4.573881,-1,0
67,4077.000000,226.000000,22.200000,0.000000,72,10,2627.000000,425.194953,4304.000000,12,67.603256,1,57.2599,1852.000000,120.000000,1.954812,-1,0
74,3229.000000,208.000000,20.400000,0.000000,50,10,1474.000000,383.152386,3438.000000,13,69.330323,1,61.107,1403.000000,124.000000,1.727067,-1,0
79,3309.000000,212.000000,20.900000,0.000000,55,10,2676.000000,861.069819,3522.000000,14,69.539089,1,64.2147,1451.000000,123.000000,0.208766,-1,0
85,3570.000000,261.000000,25.600000,0.000000,51,10,1635.000000,374.766776,3832.000000,15,69.918665,1,68.5774,1552.000000,129.000000,0.379575,-1,0
91,3690.000000,223.000000,21.900000,0.000000,39,10,3216.000000,534.762317,3914.000000,16,73.695438,1,74.5913,1903.000000,126.000000,3.776773,-1,0
97,3547.000000,225.000000,22.000000,0.000000,53,10,2867.000000,333.709165,3772.000000,17,78.516043,1,83.1826,2453.000000,128.000000,4.820605,-1,0
104,4404.000000,214.000000,21.000000,0.000000,60,10,3140.000000,372.312912,4619.000000,18,79.635790,1,91.6164,2202.000000,134.000000,1.119747,-1,0
111,4202.000000,220.000000,21.600000,0.000000,55,10,1434.000000,332.702901,4422.000000,19,80.793494,1,95.9266,1052.000000,132.000000,1.157704,-1,0
117,4164.000000,237.000000,23.400000,0.000000,46,10,2429.000000,381.005982,4402.000000,20,81.666517,1,102.302,1752.000000,137.000000,0.873023,-1,0
124,2412.000000,236.000000,23.100000,0.000000,31,10,899.000000,129.450719,2648.000000,21,82.691370,1,109.247,1703.000000,137.000000,1.024853,-1,0
129,3210.000000,233.000000,22.800000,0.000000,45,10,1917.000000,352.596942,3443.000000,22,83.203797,1,114.683,1652.000000,136.000000,0.512427,-1,0
135,2672.000000,241.000000,23.600000,0.000000,39,10,753.000000,95.683911,2915.000000,23,84.000905,1,122.553,1653.000000,139.000000,0.797108,-1,0
140,3552.000000,222.000000,21.800000,0.000000,57,10,1178.000000,364.662359,3775.000000,24,84.399459,1,125.783,1202.000000,139.000000,0.398554,-1,0
146,5009.000000,237.000000,23.200000,0.000000,65,10,602.000000,84.230640,5246.000000,25,84.779034,1,132.93,1502.000000,141.000000,0.379575,-1,0
153,2752.000000,234.000000,23.000000,0.000000,40,10,1615.000000,221.743207,2986.000000,26,84.930864,1,140.214,1552.000000,137.000000,0.151830,-1,0
158,4498.000000,241.000000,23.600000,0.000000,64,10,423.000000,45.406767,4740.000000,27,85.006779,1,149.529,1452.000000,139.000000,0.075915,-1,0
165,4154.000000,224.000000,22.000000,0.000000,49,10,174.000000,60.060289,4379.000000,28,85.557163,1,152.426,1002.000000,144.000000,0.550384,-1,0
171,2728.000000,217.000000,21.300000,0.000000,38,10,1728.000000,187.275674,2945.000000,29,85.614100,1,161.654,1702.000000,147.000000,0.056936,-1,0
176,2567.000000,248.000000,24.300000,0.000000,31,10,2037.000000,194.516265,2815.000000,30,87.455039,1,172.126,2102.000000,145.000000,1.840940,-1,0
182,2185.000000,228.000000,22.200000,0.000000,25,10,602.000000,73.643110,2413.000000,31,87.606869,1,180.3,1603.000000,141.000000,0.151830,-1,0
186,3147.000000,246.000000,24.100000,0.000000,37,10,343.000000,12.666585,3394.000000,32,87.606869,1,207.379,4803.000000,142.000000,0.000000,-1,0
195,2923.000000,258.000000,25.300000,0.000000,32,10,627.000000,85.476777,3182.000000,33,87.682784,1,214.715,2102.000000,145.000000,0.075915,-1,0
201,2846.000000,240.000000,23.500000,0.000000,36,10,1100.000000,165.033390,3086.000000,34,88.517850,1,221.38,1902.000000,146.000000,0.835065,-1,0
207,4038.000000,244.000000,23.900000,0.000000,43,10,1887.000000,164.851944,4282.000000,35,89.371894,1,232.827,2902.000000,145.000000,0.854044,-1,0
215,5136.000000,207.000000,20.000000,0.000000,69,10,288.000000,45.202657,5344.000000,36,89.447809,1,239.198,1503.000000,148.000000,0.075915,-1,0
223,3554.000000,220.000000,21.600000,0.000000,43,10,738.000000,60.960669,3775.000000,37,89.542703,1,251.304,3602.000000,149.000000,0.094894,-1,0
231,4982.000000,231.000000,22.600000,0.000000,56,10,110.000000,52.385578,5214.000000,38,89.637597,1,253.404,902.000000,150.000000,0.094894,-1,0
238,4924.000000,248.000000,24.400000,0.000000,56,10,28.000000,6.815129,5173.000000,39,89.637597,1,257.512,1152.000000,150.000000,0.000000,-1,0
245,2826.000000,221.000000,21.600000,0.000000,39,10,321.000000,51.628745,3047.000000,40,89.656576,1,263.73,1402.000000,152.000000,0.018979,-1,0
250,3134.000000,236.000000,23.200000,0.000000,44,10,23.000000,3.128647,3370.000000,41,89.770448,1,271.081,1652.000000,150.000000,0.113873,-1,0
255,4496.000000,245.000000,24.000000,0.000000,57,10,277.000000,53.615665,4741.000000,42,89.865342,1,276.248,1303.000000,155.000000,0.094894,-1,0
262,2700.000000,245.000000,23.800000,0.000000,41,10,77.000000,9.101317,2945.000000,43,90.339811,1,284.708,1502.000000,150.000000,0.474469,-1,0
268,3461.000000,249.000000,24.400000,0.000000,41,10,3096.000000,594.631461,3711.000000,44,91.421600,1,289.915,2103.000000,154.000000,1.081789,-1,0
