Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain,ClusterTime,NbvMemory
0,665.000000,260.000000,21.083333,0.000000,12,12,2016.000000,2016.000000,926.000000,0,5.504409,0,-1.58028,404.000000,56.000000,0.954169,-1,0
2,753.000000,259.000000,21.000000,0.000000,12,12,857.000000,857.000000,1013.000000,1,6.294066,0,-1.23503,401.000000,52.000000,0.789657,-1,0
3,622.000000,266.000000,21.583333,0.000000,12,12,1387.000000,1387.000000,889.000000,2,7.116625,0,-0.861684,403.000000,53.000000,0.822559,-1,0
5,760.000000,280.000000,22.833333,0.000000,12,12,1293.000000,1293.000000,1040.000000,3,7.593709,0,-0.539723,353.000000,54.000000,0.477084,-1,0
7,756.000000,255.000000,24.900000,0.000000,12,10,605.000000,605.000000,1012.000000,4,7.889831,0,-0.126999,453.000000,52.000000,0.296121,-1,0
9,752.000000,301.000000,24.500000,0.000000,12,12,1469.000000,1469.000000,1054.000000,5,8.218854,0,0.181733,403.000000,53.000000,0.329024,-1,0
11,775.000000,234.000000,20.909091,0.000000,12,11,1403.000000,1403.000000,1009.000000,6,8.827548,0,0.643015,502.000000,51.000000,0.608694,-1,0
13,676.000000,240.000000,21.363636,0.000000,12,11,813.000000,813.000000,916.000000,7,9.107218,0,1.03441,401.000000,48.000000,0.279670,-1,0
14,696.000000,258.000000,21.000000,0.000000,12,12,653.000000,653.000000,955.000000,8,9.419791,0,1.49815,451.000000,51.000000,0.312572,-1,0
16,607.000000,254.000000,20.666667,0.000000,12,12,219.000000,219.000000,862.000000,9,9.551400,0,1.84094,352.000000,49.000000,0.131609,-1,0
18,691.000000,251.000000,20.416667,0.000000,12,12,1720.000000,1720.000000,943.000000,10,9.798168,0,2.29865,502.000000,51.000000,0.246768,-1,0
20,719.000000,225.000000,20.090909,0.000000,12,11,845.000000,845.000000,944.000000,11,10.176545,0,2.81347,502.000000,54.000000,0.378377,-1,0
21,726.000000,240.000000,19.666667,0.000000,12,12,295.000000,295.000000,966.000000,12,10.324606,0,3.1582,352.000000,49.000000,0.148061,-1,0
23,579.000000,231.000000,18.666667,0.000000,12,12,1584.000000,1584.000000,810.000000,13,11.081360,0,3.64328,503.000000,50.000000,0.756754,-1,0
25,677.000000,216.000000,19.090909,0.000000,12,11,1026.000000,1026.000000,894.000000,14,11.278774,0,4.238,552.000000,54.000000,0.197414,-1,0
27,658.000000,248.000000,20.250000,0.000000,12,12,990.000000,990.000000,906.000000,15,12.134236,0,4.88044,552.000000,52.000000,0.855461,-1,0
29,619.000000,244.000000,19.833333,0.000000,12,12,2022.000000,2022.000000,863.000000,16,13.516135,0,5.34945,551.000000,54.000000,1.381899,-1,0
31,686.000000,266.000000,21.750000,0.000000,12,12,1605.000000,1605.000000,954.000000,17,14.749974,0,5.65919,403.000000,59.000000,1.233839,-1,0
32,758.000000,254.000000,22.545455,0.000000,12,11,894.000000,894.000000,1012.000000,18,15.769947,0,6.117,552.000000,56.000000,1.019973,-1,0
34,609.000000,281.000000,23.083333,0.000000,12,12,1196.000000,1196.000000,891.000000,19,17.332809,0,6.54511,551.000000,56.000000,1.562862,-1,0
36,694.000000,283.000000,23.083333,0.000000,12,12,960.000000,960.000000,978.000000,20,18.467941,0,7.10468,552.000000,57.000000,1.135132,-1,0
38,711.000000,283.000000,23.166667,0.000000,12,12,589.000000,589.000000,995.000000,21,19.027281,0,7.53776,552.000000,56.000000,0.559340,-1,0
40,721.000000,283.000000,23.083333,0.000000,12,12,1524.000000,1524.000000,1005.000000,22,20.738204,0,8.03317,452.000000,56.000000,1.710923,-1,0
42,748.000000,270.000000,24.090909,0.000000,12,11,798.000000,798.000000,1019.000000,23,21.972043,0,8.50628,501.000000,56.000000,1.233839,-1,0
43,956.000000,235.000000,22.800000,0.000000,12,10,2531.000000,2531.000000,1191.000000,24,24.966158,0,8.98331,502.000000,57.000000,2.994115,-1,0
45,654.000000,298.000000,24.333333,0.000000,12,12,1825.000000,1825.000000,953.000000,25,29.539587,0,9.43066,502.000000,56.000000,4.573429,-1,0
47,647.000000,306.000000,25.000000,0.000000,12,12,2000.000000,2000.000000,954.000000,26,31.908557,0,9.91588,452.000000,56.000000,2.368970,-1,0
49,586.000000,295.000000,24.083333,0.000000,12,12,1667.000000,1667.000000,883.000000,27,33.027237,0,10.5127,552.000000,56.000000,1.118680,-1,0
51,595.000000,313.000000,25.416667,0.000000,12,12,2063.000000,2063.000000,909.000000,28,35.626524,0,11.0323,552.000000,56.000000,2.599287,-1,0
52,634.000000,314.000000,25.666667,0.000000,12,12,1358.000000,1358.000000,949.000000,29,36.728753,0,11.6254,502.000000,58.000000,1.102229,-1,0
54,554.000000,303.000000,24.750000,0.000000,12,12,1429.000000,1429.000000,857.000000,30,38.538383,0,12.0012,452.000000,58.000000,1.809630,-1,0
56,524.000000,299.000000,24.500000,0.000000,12,12,1106.000000,1106.000000,824.000000,31,39.739320,0,12.4561,502.000000,56.000000,1.200936,-1,0
58,560.000000,311.000000,25.416667,0.000000,12,12,1079.000000,1079.000000,872.000000,32,40.594781,0,12.8407,503.000000,56.000000,0.855461,-1,0
59,491.000000,303.000000,24.666667,0.000000,12,12,1241.000000,1241.000000,794.000000,33,41.729913,0,13.1855,352.000000,57.000000,1.135132,-1,0
61,515.000000,289.000000,23.666667,0.000000,12,12,1670.000000,1670.000000,804.000000,34,44.608869,0,13.6748,502.000000,55.000000,2.878957,-1,0
62,582.000000,276.000000,22.583333,0.000000,12,12,730.000000,730.000000,859.000000,35,44.691125,0,14.1531,553.000000,59.000000,0.082256,-1,0
64,569.000000,289.000000,23.583333,0.000000,12,12,734.000000,734.000000,858.000000,36,44.806284,0,14.5808,552.000000,56.000000,0.115158,-1,0
66,602.000000,285.000000,23.416667,0.000000,12,12,1004.000000,1004.000000,888.000000,37,45.957866,0,14.984,352.000000,57.000000,1.151583,-1,0
89,582.000000,286.000000,23.250000,0.000000,12,12,1024.000000,1024.000000,869.000000,38,46.188183,0,15.5098,503.000000,55.000000,0.230317,-1,0
91,618.000000,279.000000,22.666667,0.000000,12,12,963.000000,963.000000,898.000000,39,47.208156,0,15.895,352.000000,55.000000,1.019973,-1,0
93,545.000000,296.000000,24.166667,0.000000,12,12,1557.000000,1557.000000,842.000000,40,48.573604,0,16.3166,502.000000,55.000000,1.365448,-1,0
94,633.000000,301.000000,24.583333,0.000000,12,12,3090.000000,3090.000000,934.000000,41,51.304501,0,16.7548,402.000000,58.000000,2.730896,-1,0
96,591.000000,309.000000,25.166667,0.000000,12,12,4097.000000,4097.000000,901.000000,42,55.762771,0,17.2949,552.000000,58.000000,4.458270,-1,0
98,568.000000,313.000000,25.666667,0.000000,12,12,3290.000000,3290.000000,881.000000,43,58.937849,0,17.7972,552.000000,60.000000,3.175078,-1,0
100,576.000000,347.000000,28.416667,0.000000,12,12,2600.000000,2600.000000,923.000000,44,61.520685,0,18.1292,302.000000,64.000000,2.582836,-1,0
123,630.000000,345.000000,28.333333,0.000000,12,12,2301.000000,2301.000000,976.000000,45,63.083547,0,18.5309,352.000000,64.000000,1.562862,-1,0
125,607.000000,323.000000,28.909091,0.000000,12,11,1806.000000,1806.000000,932.000000,46,64.416093,0,18.9972,502.000000,68.000000,1.332546,-1,0
127,606.000000,357.000000,29.250000,0.000000,12,12,1691.000000,1691.000000,963.000000,47,65.501871,0,19.3472,452.000000,67.000000,1.085778,-1,0
129,620.000000,361.000000,29.583333,0.000000,12,12,2293.000000,2293.000000,981.000000,48,67.360854,0,19.738,352.000000,65.000000,1.858984,-1,0
131,640.000000,327.000000,26.750000,0.000000,12,12,2825.000000,2825.000000,968.000000,49,70.799152,0,20.1879,552.000000,66.000000,3.438297,-1,0
133,588.000000,330.000000,27.083333,0.000000,12,12,2597.000000,2597.000000,919.000000,50,73.332634,0,20.5588,402.000000,67.000000,2.533482,-1,0
134,589.000000,332.000000,27.083333,0.000000,12,12,2325.000000,2325.000000,922.000000,51,75.849664,0,21.0155,501.000000,68.000000,2.517031,-1,0
136,592.000000,353.000000,29.000000,0.000000,12,12,2106.000000,2106.000000,946.000000,52,76.886089,0,21.4236,352.000000,70.000000,1.036424,-1,0
138,630.000000,346.000000,28.250000,0.000000,12,12,2591.000000,2591.000000,976.000000,53,78.432500,0,21.847,452.000000,72.000000,1.546411,-1,0
140,659.000000,337.000000,30.090909,0.000000,12,11,1669.000000,1669.000000,997.000000,54,78.712170,0,22.2498,452.000000,72.000000,0.279670,-1,0
142,660.000000,344.000000,30.636364,0.000000,12,11,1504.000000,1504.000000,1005.000000,55,79.008291,0,22.6168,401.000000,74.000000,0.296121,-1,0
144,624.000000,351.000000,31.454545,0.000000,12,11,1519.000000,1519.000000,975.000000,56,80.028265,0,22.9961,502.000000,75.000000,1.019973,-1,0
146,567.000000,328.000000,29.363636,0.000000,12,11,1246.000000,1246.000000,896.000000,57,80.768568,0,23.4077,453.000000,77.000000,0.740303,-1,0
148,600.000000,349.000000,28.666667,0.000000,12,12,879.000000,879.000000,950.000000,58,80.817922,0,23.8538,502.000000,76.000000,0.049354,-1,0
150,693.000000,352.000000,31.545455,0.000000,12,11,863.000000,863.000000,1046.000000,59,80.834373,0,24.1301,352.000000,76.000000,0.016451,-1,0
152,698.000000,336.000000,30.181818,0.000000,12,11,860.000000,860.000000,1035.000000,60,80.850824,0,24.503,452.000000,75.000000,0.016451,-1,0
154,648.000000,348.000000,31.090909,0.000000,12,11,907.000000,907.000000,996.000000,61,81.130494,0,24.8994,452.000000,76.000000,0.279670,-1,0
156,558.000000,376.000000,31.000000,0.000000,12,12,288.000000,288.000000,935.000000,62,81.146945,0,25.3047,351.000000,79.000000,0.016451,-1,0
157,587.000000,341.000000,30.545455,0.000000,12,11,344.000000,344.000000,928.000000,63,81.163396,0,25.6715,402.000000,74.000000,0.016451,-1,0
159,708.000000,358.000000,32.181818,0.000000,12,11,340.000000,340.000000,1066.000000,64,81.179848,0,26.1666,402.000000,76.000000,0.016451,-1,0
