Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain,ClusterTime,NbvMemory
0,388.000000,156.000000,19.125000,4.000000,8,8,3976.000000,3976.000000,545.000000,1,4.650707,0,-1.1089,754.000000,120.000000,3.112517,-1,0
2,344.000000,196.000000,23.875000,2.000000,8,8,2467.000000,2467.000000,541.000000,2,5.239049,0,-0.175387,653.000000,112.000000,0.588342,-1,0
3,345.000000,172.000000,21.125000,4.000000,8,8,1917.000000,1917.000000,518.000000,3,5.694539,0,0.727846,704.000000,117.000000,0.455490,-1,0
5,399.000000,180.000000,22.125000,1.000000,8,8,2018.000000,2018.000000,580.000000,4,6.472668,0,1.55191,654.000000,118.000000,0.778129,-1,0
7,377.000000,188.000000,22.875000,2.000000,8,8,2206.000000,2206.000000,566.000000,5,9.262546,0,2.75914,704.000000,123.000000,2.789878,-1,0
8,393.000000,211.000000,26.000000,3.000000,8,8,2713.000000,2713.000000,605.000000,6,11.843658,0,3.77912,702.000000,128.000000,2.581111,-1,0
10,408.000000,205.000000,25.125000,1.000000,8,8,1647.000000,1647.000000,613.000000,7,13.513788,0,4.72948,653.000000,131.000000,1.670131,-1,0
12,371.000000,182.000000,22.125000,1.000000,8,8,2306.000000,2306.000000,554.000000,8,17.119753,0,5.70921,703.000000,117.000000,3.605964,-1,0
14,390.000000,185.000000,22.500000,1.000000,8,8,2542.000000,2542.000000,576.000000,9,22.642572,0,6.69477,753.000000,121.000000,5.522819,-1,0
15,356.000000,198.000000,24.375000,3.000000,8,8,3144.000000,3144.000000,555.000000,10,31.126078,0,7.84547,753.000000,120.000000,8.483506,-1,0
17,351.000000,218.000000,26.750000,3.000000,8,8,3835.000000,3835.000000,571.000000,11,43.139634,0,9.23296,704.000000,122.000000,12.013555,-1,0
19,356.000000,211.000000,25.875000,1.000000,8,8,4438.000000,4438.000000,568.000000,12,48.112069,0,10.343,653.000000,118.000000,4.972435,-1,0
20,474.000000,137.000000,22.666667,1.000000,8,6,3988.000000,3988.000000,612.000000,13,53.445101,0,11.5102,702.000000,120.000000,5.333032,-1,0
22,451.000000,129.000000,21.000000,1.000000,8,6,3017.000000,3017.000000,581.000000,14,54.375060,0,15.6292,1903.000000,120.000000,0.929959,-1,0
25,390.000000,136.000000,18.857143,9.000000,8,7,2451.000000,2451.000000,526.000000,15,55.323998,0,16.9269,702.000000,120.000000,0.948938,-1,0
27,404.000000,160.000000,19.500000,3.000000,8,8,1575.000000,1575.000000,565.000000,16,55.798467,0,17.5609,503.000000,122.000000,0.474469,-1,0
28,368.000000,164.000000,20.000000,2.000000,8,8,155.000000,155.000000,533.000000,17,55.950297,0,18.2612,703.000000,127.000000,0.151830,-1,0
30,353.000000,155.000000,18.875000,2.000000,8,8,580.000000,580.000000,509.000000,18,56.310893,0,18.9613,603.000000,125.000000,0.360596,-1,0
32,383.000000,159.000000,19.125000,3.000000,8,8,1381.000000,1381.000000,542.000000,19,57.506555,0,19.8786,652.000000,123.000000,1.195662,-1,0
33,365.000000,178.000000,22.000000,14.000000,8,8,2306.000000,2306.000000,544.000000,20,58.227748,0,20.9031,602.000000,123.000000,0.721193,-1,0
