Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain
0,530.000000,262.000000,21.250000,0.000000,12,12,1050.000000,1050.000000,797.000000,1,1.538191,0,0.000000,1202.000000,116.000000,-1
3,544.000000,259.000000,20.916667,0.000000,12,12,1103.000000,1103.000000,806.000000,2,2.221426,0,0.000000,1203.000000,105.000000,-1
7,560.000000,277.000000,22.416667,0.000000,12,12,1001.000000,1001.000000,840.000000,3,3.417088,0,0.000000,1202.000000,113.000000,-1
11,534.000000,297.000000,24.083333,0.000000,12,12,1107.000000,1107.000000,833.000000,4,4.385005,0,0.000000,1203.000000,112.000000,-1
14,470.000000,348.000000,28.250000,0.000000,12,12,931.000000,931.000000,820.000000,5,5.239049,0,0.000000,1203.000000,117.000000,-1
18,565.000000,316.000000,25.750000,0.000000,12,12,1104.000000,1104.000000,884.000000,6,5.846369,0,0.000000,1252.000000,117.000000,-1
22,525.000000,299.000000,24.333333,0.000000,12,12,1250.000000,1250.000000,826.000000,7,6.510626,0,0.000000,1202.000000,119.000000,-1
25,537.000000,282.000000,23.083333,0.000000,12,12,1253.000000,1253.000000,822.000000,8,7.042031,0,0.000000,1252.000000,113.000000,-1
29,537.000000,276.000000,22.500000,0.000000,12,12,1000.000000,1000.000000,817.000000,9,7.763224,0,0.000000,1203.000000,115.000000,-1
33,535.000000,268.000000,21.750000,0.000000,12,12,1050.000000,1050.000000,806.000000,10,8.484417,0,0.000000,1202.000000,109.000000,-1
36,544.000000,289.000000,23.333333,0.000000,12,12,955.000000,955.000000,837.000000,11,9.490291,0,0.000000,1201.000000,115.000000,-1
40,484.000000,279.000000,22.666667,0.000000,12,12,1001.000000,1001.000000,766.000000,12,10.742889,0,0.000000,1202.000000,117.000000,-1
43,489.000000,291.000000,23.583333,0.000000,12,12,1120.000000,1120.000000,784.000000,13,11.729785,0,0.000000,1203.000000,106.000000,-1
47,553.000000,312.000000,25.333333,0.000000,12,12,931.000000,931.000000,868.000000,14,12.602808,0,0.000000,1253.000000,117.000000,-1
50,563.000000,306.000000,24.833333,0.000000,12,12,1104.000000,1104.000000,872.000000,15,13.210128,0,0.000000,1253.000000,107.000000,-1
54,503.000000,290.000000,23.416667,0.000000,12,12,1250.000000,1250.000000,796.000000,16,13.874385,0,0.000000,1202.000000,111.000000,-1
57,554.000000,281.000000,22.833333,0.000000,12,12,1253.000000,1253.000000,838.000000,17,14.405790,0,0.000000,1202.000000,115.000000,-1
60,502.000000,267.000000,21.583333,0.000000,12,12,1000.000000,1000.000000,772.000000,18,15.126983,0,0.000000,1202.000000,112.000000,-1
64,524.000000,265.000000,21.333333,0.000000,12,12,1050.000000,1050.000000,791.000000,19,15.848176,0,0.000000,1203.000000,110.000000,-1
67,540.000000,266.000000,21.416667,0.000000,12,12,955.000000,955.000000,809.000000,20,16.854050,0,0.000000,1203.000000,114.000000,-1
70,519.000000,289.000000,23.500000,0.000000,12,12,1001.000000,1001.000000,811.000000,21,17.878903,0,0.000000,1202.000000,113.000000,-1
74,577.000000,310.000000,25.166667,0.000000,12,12,627.000000,627.000000,890.000000,22,18.448266,0,0.000000,1203.000000,111.000000,-1
77,555.000000,310.000000,25.083333,0.000000,12,12,450.000000,450.000000,867.000000,23,18.694990,0,0.000000,1202.000000,114.000000,-1
80,524.000000,310.000000,25.000000,0.000000,12,12,800.000000,800.000000,836.000000,24,18.808863,0,0.000000,1252.000000,119.000000,-1
84,507.000000,300.000000,24.333333,0.000000,12,12,449.000000,449.000000,810.000000,25,18.998650,0,0.000000,1202.000000,113.000000,-1
87,547.000000,281.000000,22.750000,0.000000,12,12,799.000000,799.000000,831.000000,26,19.093544,0,0.000000,1202.000000,114.000000,-1
90,518.000000,267.000000,21.500000,0.000000,12,12,595.000000,595.000000,787.000000,27,19.283332,0,0.000000,1203.000000,113.000000,-1
94,532.000000,260.000000,21.000000,0.000000,12,12,783.000000,783.000000,794.000000,28,19.473119,0,0.000000,1203.000000,119.000000,-1
97,534.000000,252.000000,20.500000,0.000000,12,12,952.000000,952.000000,788.000000,29,19.947588,0,0.000000,1203.000000,110.000000,-1
100,520.000000,270.000000,21.833333,0.000000,12,12,1001.000000,1001.000000,792.000000,30,20.915505,0,0.000000,1202.000000,115.000000,-1
103,583.000000,289.000000,23.333333,0.000000,12,12,1100.000000,1100.000000,875.000000,31,21.731592,0,0.000000,1253.000000,114.000000,-1
107,572.000000,306.000000,24.916667,0.000000,12,12,5.000000,5.000000,880.000000,32,22.092188,0,0.000000,1203.000000,111.000000,-1
110,46480.000000,2332.000000,21.750000,0.000000,729,104,5000.000000,1242.456828,57927.000000,33,22.149124,1,4.024285,6603.000000,111.000000,-1
177,546.000000,374.000000,30.416667,0.000000,12,12,739.000000,739.000000,922.000000,34,30.177140,0,0.000000,1203.000000,118.000000,-1
180,496.000000,369.000000,30.250000,0.000000,12,12,826.000000,826.000000,868.000000,35,31.923186,0,0.000000,1202.000000,118.000000,-1
183,560.000000,382.000000,31.333333,0.000000,12,12,770.000000,770.000000,945.000000,36,33.574338,0,0.000000,1203.000000,118.000000,-1
186,583.000000,386.000000,31.416667,0.000000,12,12,667.000000,667.000000,972.000000,37,35.035703,0,0.000000,1203.000000,116.000000,-1
189,559.000000,360.000000,29.500000,0.000000,12,12,771.000000,771.000000,922.000000,38,36.535025,0,0.000000,1203.000000,114.000000,-1
192,569.000000,353.000000,28.833333,0.000000,12,12,826.000000,826.000000,925.000000,39,37.711708,0,0.000000,1202.000000,114.000000,-1
195,592.000000,358.000000,29.166667,0.000000,12,12,935.000000,935.000000,952.000000,40,39.097158,0,0.000000,1203.000000,119.000000,-1
198,625.000000,346.000000,28.166667,0.000000,12,12,779.000000,779.000000,975.000000,41,40.805246,0,0.000000,803.000000,117.000000,-1
201,611.000000,354.000000,29.000000,0.000000,12,12,757.000000,757.000000,968.000000,42,41.450524,0,0.000000,53.000000,119.000000,-1
203,-1,1983.000000,19.009901,0.000000,-1,101,5000.000000,1452.590356,10163.000000,43,41.450524,1,3.442127,5953.000000,114.000000,0.000000
220,588.000000,327.000000,26.500000,0.000000,12,12,115.000000,115.000000,918.000000,44,45.948490,0,0.000000,1202.000000,117.000000,-1
223,584.000000,351.000000,28.666667,0.000000,12,12,79.000000,79.000000,937.000000,45,46.214193,0,0.000000,1203.000000,118.000000,-1
226,629.000000,353.000000,28.916667,0.000000,12,12,56.000000,56.000000,985.000000,46,46.460917,0,0.000000,1202.000000,114.000000,-1
229,690.000000,322.000000,28.727273,0.000000,12,11,31.000000,31.000000,1015.000000,47,46.650704,0,0.000000,1253.000000,113.000000,-1
232,648.000000,290.000000,28.300000,0.000000,12,10,55.000000,55.000000,941.000000,48,46.707641,0,0.000000,1253.000000,113.000000,-1
235,709.000000,221.000000,30.714286,0.000000,12,7,4.000000,4.000000,931.000000,49,46.840492,0,0.000000,1252.000000,114.000000,-1
238,-1,1952.000000,18.930000,0.000000,-1,100,5000.000000,811.104138,11026.000000,50,46.840492,1,6.164437,6704.000000,116.000000,0.000000
