Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime,Gain
0,474.000000,261.000000,21.000000,0.000000,12,12,1050.000000,1050.000000,739.000000,1,1.538191,0,0.000000,1203.000000,113.000000,-1
3,529.000000,260.000000,20.833333,0.000000,12,12,1103.000000,1103.000000,794.000000,2,2.221426,0,0.000000,1252.000000,107.000000,-1
7,471.000000,281.000000,22.666667,0.000000,12,12,1001.000000,1001.000000,755.000000,3,3.417088,0,0.000000,1202.000000,110.000000,-1
10,539.000000,298.000000,24.083333,0.000000,12,12,1100.000000,1100.000000,840.000000,4,4.385005,0,0.000000,1202.000000,111.000000,-1
14,541.000000,309.000000,25.000000,0.000000,12,12,930.000000,930.000000,853.000000,5,5.239049,0,0.000000,1203.000000,111.000000,-1
18,527.000000,329.000000,26.833333,0.000000,12,12,1104.000000,1104.000000,859.000000,6,5.846369,0,0.000000,1203.000000,114.000000,-1
21,505.000000,329.000000,26.666667,0.000000,12,12,1250.000000,1250.000000,837.000000,7,6.434711,0,0.000000,1253.000000,111.000000,-1
25,517.000000,283.000000,22.833333,0.000000,12,12,1253.000000,1253.000000,803.000000,8,7.023052,0,0.000000,1202.000000,114.000000,-1
29,528.000000,279.000000,22.500000,0.000000,12,12,1000.000000,1000.000000,810.000000,9,7.744245,0,0.000000,1203.000000,113.000000,-1
32,542.000000,262.000000,21.166667,0.000000,12,12,1050.000000,1050.000000,807.000000,10,8.465438,0,0.000000,1202.000000,112.000000,-1
36,511.000000,273.000000,22.000000,0.000000,12,12,955.000000,955.000000,787.000000,11,9.471312,0,0.000000,1202.000000,114.000000,-1
39,556.000000,286.000000,23.166667,0.000000,12,12,1001.000000,1001.000000,845.000000,12,10.723911,0,0.000000,1203.000000,114.000000,-1
43,528.000000,292.000000,23.666667,0.000000,12,12,1100.000000,1100.000000,823.000000,13,11.710806,0,0.000000,1253.000000,118.000000,-1
46,558.000000,321.000000,26.083333,0.000000,12,12,929.000000,929.000000,881.000000,14,12.583829,0,0.000000,1252.000000,114.000000,-1
50,567.000000,336.000000,27.166667,0.000000,12,12,1103.000000,1103.000000,906.000000,15,13.191150,0,0.000000,1202.000000,115.000000,-1
54,500.000000,302.000000,24.416667,0.000000,12,12,1250.000000,1250.000000,805.000000,16,13.779491,0,0.000000,1203.000000,116.000000,-1
57,501.000000,287.000000,23.250000,0.000000,12,12,1244.000000,1244.000000,791.000000,17,14.386811,0,0.000000,1202.000000,113.000000,-1
60,559.000000,269.000000,21.666667,0.000000,12,12,1000.000000,1000.000000,831.000000,18,15.108004,0,0.000000,1203.000000,116.000000,-1
64,534.000000,282.000000,22.750000,0.000000,12,12,1039.000000,1039.000000,820.000000,19,15.829197,0,0.000000,1203.000000,121.000000,-1
67,542.000000,281.000000,22.750000,0.000000,12,12,954.000000,954.000000,826.000000,20,16.835072,0,0.000000,1202.000000,122.000000,-1
70,497.000000,297.000000,24.166667,0.000000,12,12,1001.000000,1001.000000,798.000000,21,17.859925,0,0.000000,1202.000000,112.000000,-1
74,509.000000,306.000000,24.916667,0.000000,12,12,627.000000,627.000000,818.000000,22,18.429287,0,0.000000,1202.000000,115.000000,-1
77,509.000000,318.000000,25.916667,0.000000,12,12,450.000000,450.000000,830.000000,23,18.676011,0,0.000000,1203.000000,116.000000,-1
80,555.000000,307.000000,24.916667,0.000000,12,12,800.000000,800.000000,864.000000,24,18.789884,0,0.000000,1202.000000,118.000000,-1
84,567.000000,302.000000,24.416667,0.000000,12,12,448.000000,448.000000,872.000000,25,18.979671,0,0.000000,1203.000000,118.000000,-1
87,545.000000,281.000000,22.833333,0.000000,12,12,799.000000,799.000000,829.000000,26,19.074565,0,0.000000,1203.000000,111.000000,-1
